Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_image/,28,3,1900.0,1754.142830285661,12.035791999551293,2270.966624999346,15.178571428571429,0.0017230860847987364,0.00018461636622843603,1900,2000,2000,2100,2200,2200,2300,2300,2300,2300,2300
,Aggregated,28,3,1900.0,1754.142830285661,12.035791999551293,2270.966624999346,15.178571428571429,0.0017230860847987364,0.00018461636622843603,1900,2000,2000,2100,2200,2200,2300,2300,2300,2300,2300
