@timestamp,@billedDuration,@duration,@maxMemoryUsed,@in
2021-11-25 16:40:26.080,40,39.26,217000000,
2021-11-25 16:40:27.182,33,32.25,217000000,
2021-11-25 16:40:28.283,40,39.47,217000000,
2021-11-25 16:40:29.384,45,44.39,217000000,
2021-11-25 16:40:30.482,39,38.97,217000000,
2021-11-25 16:40:31.580,36,35.19,217000000,
2021-11-25 16:40:32.662,37,36.28,217000000,
2021-11-25 16:40:33.762,34,33.18,217000000,
2021-11-25 16:40:34.880,48,47.8,217000000,
2021-11-25 16:40:36.000,55,54.86,217000000,
2021-11-25 16:40:37.120,52,51.23,217000000,
2021-11-25 16:40:38.222,44,43.14,217000000,
2021-11-25 16:40:39.322,36,35.13,217000000,
2021-11-25 16:40:40.460,75,74.68,217000000,
2021-11-25 16:40:41.522,36,35.72,217000000,
2021-11-25 16:40:42.640,49,48.72,217000000,
2021-11-25 16:40:43.722,35,34.92,217000000,
2021-11-25 16:40:44.824,31,30.99,217000000,
2021-11-25 16:40:45.941,47,46.43,217000000,
2021-11-25 16:40:47.140,45,44.35,217000000,
2021-11-25 16:40:48.223,31,30.97,217000000,
2021-11-25 16:40:49.343,48,47.09,217000000,
2021-11-25 16:40:50.440,33,32.11,217000000,
2021-11-25 16:40:51.523,27,26.97,217000000,
2021-11-25 16:40:52.640,59,58.44,217000000,
2021-11-25 16:40:53.722,40,39.09,217000000,
2021-11-25 16:40:54.840,59,58.71,217000000,
2021-11-25 16:40:55.920,33,32.11,217000000,
2021-11-25 16:40:57.020,48,47.19,217000000,
2021-11-25 16:40:58.104,33,32.12,217000000,
2021-11-25 16:40:59.223,48,47.95,217000000,
2021-11-25 16:41:00.304,37,36.7,217000000,
2021-11-25 16:41:01.404,31,30.8,217000000,
2021-11-25 16:41:02.523,45,44.56,217000000,
2021-11-25 16:41:03.740,80,79.83,217000000,
2021-11-25 16:41:04.844,40,39.84,217000000,
2021-11-25 16:41:05.944,36,35.57,217000000,
2021-11-25 16:41:07.020,35,34.72,217000000,
2021-11-25 16:41:08.122,47,46.04,217000000,
2021-11-25 16:41:09.260,80,79.88,217000000,
2021-11-25 16:41:10.340,51,50.79,217000000,
2021-11-25 16:41:11.421,36,35.28,217000000,
2021-11-25 16:41:12.525,43,42.75,217000000,
2021-11-25 16:41:13.640,49,48.88,217000000,
2021-11-25 16:41:14.862,32,31.19,217000000,
2021-11-25 16:41:15.960,40,39.05,217000000,
2021-11-25 16:41:17.080,60,59.31,217000000,
2021-11-25 16:41:18.161,43,42.87,217000000,
2021-11-25 16:41:19.261,45,44.44,217000000,
2021-11-25 16:41:20.360,40,39.77,217000000,
2021-11-25 16:41:21.462,40,39.17,217000000,
2021-11-25 16:41:22.561,37,36.79,217000000,
2021-11-25 16:41:23.661,35,34.87,217000000,
2021-11-25 16:41:24.761,31,30.92,217000000,
2021-11-25 16:41:25.863,40,39.36,217000000,
2021-11-25 16:41:26.960,35,34.84,217000000,
2021-11-25 16:41:28.044,32,31.02,217000000,
2021-11-25 16:41:29.140,37,36.31,217000000,
2021-11-25 16:41:30.324,90,89.24,217000000,
2021-11-25 16:41:31.423,37,36.2,217000000,
2021-11-25 16:41:32.541,64,63.14,217000000,
2021-11-25 16:41:33.722,72,71.58,217000000,
2021-11-25 16:41:34.820,36,35.91,217000000,
2021-11-25 16:41:35.922,38,37.23,217000000,
2021-11-25 16:41:37.020,41,40.19,217000000,
2021-11-25 16:41:38.121,51,50.45,217000000,
2021-11-25 16:41:39.240,66,65.45,217000000,
2021-11-25 16:41:40.321,59,58.19,217000000,
2021-11-25 16:41:41.422,40,39.33,217000000,
2021-11-25 16:41:42.522,40,39.82,217000000,
2021-11-25 16:41:43.621,48,47.19,217000000,
2021-11-25 16:41:44.723,45,44.45,217000000,
2021-11-25 16:41:45.820,33,32.47,217000000,
2021-11-25 16:41:46.922,40,39.77,217000000,
2021-11-25 16:41:48.041,59,58.96,217000000,
2021-11-25 16:41:49.141,43,42.93,217000000,
2021-11-25 16:41:50.240,41,40.34,217000000,
2021-11-25 16:41:51.323,33,32.02,217000000,
2021-11-25 16:41:52.420,36,35.29,217000000,
2021-11-25 16:41:53.523,45,44.58,217000000,
2021-11-25 16:41:54.620,33,32.05,217000000,
2021-11-25 16:41:55.723,32,31.09,217000000,
2021-11-25 16:41:56.844,54,53.68,217000000,
2021-11-25 16:41:57.920,36,35.23,217000000,
2021-11-25 16:41:59.023,44,43.16,217000000,
2021-11-25 16:42:00.121,33,33,217000000,
2021-11-25 16:42:01.222,40,39,217000000,
2021-11-25 16:42:02.321,33,32.37,217000000,
2021-11-25 16:42:03.420,37,36.27,217000000,
2021-11-25 16:42:04.503,36,35.68,217000000,
2021-11-25 16:42:05.600,32,31.98,217000000,
2021-11-25 16:42:06.702,43,42.87,217000000,
2021-11-25 16:42:07.803,40,39.18,217000000,
2021-11-25 16:42:08.920,48,47.07,217000000,
2021-11-25 16:42:10.000,30,29.51,217000000,
2021-11-25 16:42:11.102,43,42.78,217000000,
2021-11-25 16:42:12.200,45,44.6,217000000,
2021-11-25 16:42:13.300,41,40.7,217000000,
2021-11-25 16:42:14.382,36,35.42,217000000,
2021-11-25 16:42:15.484,38,37.02,217000000,
2021-11-25 16:42:16.583,36,35.06,217000000,
2021-11-25 16:42:17.781,93,92.53,217000000,
2021-11-25 16:42:18.884,31,30.9,217000000,
2021-11-25 16:42:20.002,39,38.93,217000000,
2021-11-25 16:42:21.100,40,39.83,217000000,
2021-11-25 16:42:22.201,36,35.43,217000000,
2021-11-25 16:42:23.321,51,50.82,217000000,
2021-11-25 16:42:24.420,32,31.94,217000000,
2021-11-25 16:42:25.501,35,34.86,217000000,
2021-11-25 16:42:26.720,86,85.92,217000000,
2021-11-25 16:42:27.821,47,46.86,217000000,
2021-11-25 16:42:28.940,36,35.71,217000000,
2021-11-25 16:42:30.060,55,54.2,217000000,
2021-11-25 16:42:31.161,31,30.96,217000000,
2021-11-25 16:42:32.261,37,36.91,217000000,
2021-11-25 16:42:33.400,68,67.5,217000000,
2021-11-25 16:42:34.500,67,66.9,217000000,
2021-11-25 16:42:35.582,44,43.45,217000000,
2021-11-25 16:42:36.800,48,47.31,217000000,
2021-11-25 16:42:37.882,31,30.71,217000000,
2021-11-25 16:42:38.980,33,32.13,217000000,
2021-11-25 16:42:40.080,48,47.27,217000000,
2021-11-25 16:42:41.163,36,35.37,217000000,
2021-11-25 16:42:42.260,41,40.23,217000000,
2021-11-25 16:42:43.362,44,43.07,217000000,
2021-11-25 16:42:44.500,67,66.32,217000000,
2021-11-25 16:42:45.580,59,58.54,217000000,
2021-11-25 16:42:46.663,45,44.24,217000000,
2021-11-25 16:42:47.780,44,43.35,217000000,
2021-11-25 16:42:48.942,67,66.08,217000000,
2021-11-25 16:42:50.060,45,44.35,217000000,
2021-11-25 16:42:51.184,44,43.38,217000000,
2021-11-25 16:42:52.280,34,33.02,217000000,
2021-11-25 16:42:53.400,48,47.31,217000000,
2021-11-25 16:42:54.504,31,30.83,217000000,
2021-11-25 16:42:55.620,59,58.27,217000000,
2021-11-25 16:42:56.722,36,35.05,217000000,
2021-11-25 16:42:57.820,33,32.95,217000000,
2021-11-25 16:42:58.902,31,30.82,217000000,
2021-11-25 16:43:00.021,55,54.36,217000000,
2021-11-25 16:43:01.122,40,39.31,217000000,
2021-11-25 16:43:02.222,36,35.34,217000000,
2021-11-25 16:43:03.322,39,38.26,217000000,
2021-11-25 16:43:04.424,34,33.41,217000000,
2021-11-25 16:43:05.580,55,54.43,217000000,
2021-11-25 16:43:06.740,88,87.74,217000000,
2021-11-25 16:43:07.822,35,35,217000000,
2021-11-25 16:43:08.920,35,34.66,217000000,
2021-11-25 16:43:10.022,40,39.35,217000000,
2021-11-25 16:43:11.140,48,47.49,217000000,
2021-11-25 16:43:12.221,32,31.23,217000000,
2021-11-25 16:43:13.341,47,46.64,217000000,
2021-11-25 16:43:14.442,36,35.08,217000000,
2021-11-25 16:43:15.540,32,31.95,217000000,
2021-11-25 16:43:16.622,35,34.91,217000000,
2021-11-25 16:43:17.722,41,40.5,217000000,
2021-11-25 16:43:18.841,47,46.9,217000000,
2021-11-25 16:43:19.943,32,31.03,217000000,
2021-11-25 16:43:21.043,27,26.92,217000000,
2021-11-25 16:43:22.142,31,30.97,217000000,
2021-11-25 16:43:23.240,32,31.87,217000000,
2021-11-25 16:43:24.344,32,31.88,217000000,
2021-11-25 16:43:25.442,39,38.45,217000000,
2021-11-25 16:43:26.560,55,54.14,217000000,
2021-11-25 16:43:27.660,37,36.43,217000000,
2021-11-25 16:43:28.760,37,36.5,217000000,
2021-11-25 16:43:29.842,36,35.68,217000000,
2021-11-25 16:43:30.943,31,30.84,217000000,
2021-11-25 16:43:32.040,36,35.65,217000000,
2021-11-25 16:43:33.143,32,31.03,217000000,
2021-11-25 16:43:34.240,32,31.44,217000000,
2021-11-25 16:43:35.340,48,47.21,217000000,
2021-11-25 16:43:36.440,37,36.24,217000000,
2021-11-25 16:43:37.540,45,44.86,217000000,
2021-11-25 16:43:38.640,42,41.8,217000000,
2021-11-25 16:43:39.740,41,40.16,217000000,
2021-11-25 16:43:40.840,45,44.4,217000000,
2021-11-25 16:43:41.940,33,32.71,217000000,
2021-11-25 16:43:43.040,48,47.71,217000000,
2021-11-25 16:43:44.160,55,54.03,217000000,
2021-11-25 16:43:45.263,31,30.85,217000000,
2021-11-25 16:43:46.381,44,43.43,217000000,
2021-11-25 16:43:47.500,59,58.84,217000000,
2021-11-25 16:43:48.582,37,36.53,217000000,
2021-11-25 16:43:49.683,31,30.79,217000000,
2021-11-25 16:43:50.781,38,37.5,217000000,
2021-11-25 16:43:51.882,35,34.98,217000000,
2021-11-25 16:43:52.980,40,39.44,217000000,
2021-11-25 16:43:54.261,39,38.95,217000000,
2021-11-25 16:43:55.483,67,66.18,217000000,
2021-11-25 16:43:56.582,31,30.87,217000000,
2021-11-25 16:43:57.680,40,39.96,217000000,
2021-11-25 16:43:58.780,31,30.88,217000000,
2021-11-25 16:43:59.900,51,50.28,217000000,
2021-11-25 16:44:01.000,36,35.98,217000000,
2021-11-25 16:44:02.082,31,30.96,217000000,
2021-11-25 16:44:03.200,55,54.79,217000000,
2021-11-25 16:44:04.280,33,32.81,217000000,
2021-11-25 16:44:05.364,38,37.67,217000000,
2021-11-25 16:44:06.464,45,44.74,217000000,
2021-11-25 16:44:07.562,31,30.99,217000000,
2021-11-25 16:44:08.660,37,36.81,217000000,
2021-11-25 16:44:09.760,28,27.18,217000000,
2021-11-25 16:44:10.860,44,43.85,217000000,
2021-11-25 16:44:11.942,32,31.13,217000000,
2021-11-25 16:44:13.061,52,51.44,217000000,
2021-11-25 16:44:14.163,40,39.31,217000000,
2021-11-25 16:44:15.280,44,43.68,217000000,
2021-11-25 16:44:16.383,32,31.76,217000000,
2021-11-25 16:44:17.500,40,39.56,217000000,
2021-11-25 16:44:18.601,44,43.34,217000000,
2021-11-25 16:44:19.720,51,50.53,217000000,
2021-11-25 16:44:20.820,33,32.25,217000000,
2021-11-25 16:44:21.923,36,35.5,217000000,
2021-11-25 16:44:23.023,32,31.25,217000000,
2021-11-25 16:44:24.123,31,30.95,217000000,
2021-11-25 16:44:25.221,31,30.9,217000000,
2021-11-25 16:44:26.322,36,35.38,217000000,
2021-11-25 16:44:27.440,51,50.68,217000000,
2021-11-25 16:44:28.525,32,31.02,217000000,
2021-11-25 16:44:29.640,46,45.31,217000000,
2021-11-25 16:44:30.742,36,35.54,217000000,
2021-11-25 16:44:31.860,46,45.21,217000000,
2021-11-25 16:44:32.961,43,42.95,217000000,
2021-11-25 16:44:34.064,31,30.94,217000000,
2021-11-25 16:44:35.160,32,31.92,217000000,
2021-11-25 16:44:36.261,31,30.59,217000000,
2021-11-25 16:44:37.400,72,71.74,217000000,
2021-11-25 16:44:38.500,31,30.64,217000000,
2021-11-25 16:44:39.620,46,45.46,217000000,
2021-11-25 16:44:40.703,41,40,217000000,
2021-11-25 16:44:41.801,35,34.7,217000000,
2021-11-25 16:44:42.900,32,31.82,217000000,
2021-11-25 16:44:44.020,55,54.99,217000000,
2021-11-25 16:44:45.180,76,75.74,217000000,
2021-11-25 16:44:46.383,35,34.93,217000000,
2021-11-25 16:44:47.601,73,72.17,217000000,
2021-11-25 16:44:48.722,50,49.97,217000000,
2021-11-25 16:44:49.860,71,70.48,217000000,
2021-11-25 16:44:51.021,77,76.85,217000000,
2021-11-25 16:44:52.140,48,47.86,217000000,
2021-11-25 16:44:53.240,45,44.28,217000000,
2021-11-25 16:44:54.380,63,62.57,217000000,
2021-11-25 16:44:55.483,45,44.18,217000000,
2021-11-25 16:44:56.601,60,59.34,217000000,
2021-11-25 16:44:57.700,40,39.86,217000000,
2021-11-25 16:44:58.800,37,36.39,217000000,
2021-11-25 16:44:59.920,44,43.39,217000000,
2021-11-25 16:45:01.022,32,31.35,217000000,
2021-11-25 16:45:02.141,47,46.64,217000000,
2021-11-25 16:45:03.341,77,76.24,217000000,
2021-11-25 16:45:04.463,48,47.33,217000000,
2021-11-25 16:45:05.581,45,44.66,217000000,
2021-11-25 16:45:06.680,51,50.5,217000000,
2021-11-25 16:45:07.780,59,58.48,217000000,
2021-11-25 16:45:08.882,33,32.69,217000000,
2021-11-25 16:45:10.001,57,56.11,217000000,
2021-11-25 16:45:11.120,36,35.64,217000000,
2021-11-25 16:45:12.220,32,31.99,217000000,
2021-11-25 16:45:13.320,28,27.09,217000000,
2021-11-25 16:45:14.441,48,47.56,217000000,
2021-11-25 16:45:15.541,31,30.87,217000000,
2021-11-25 16:45:16.640,36,35.86,217000000,
2021-11-25 16:45:17.740,36,35.31,217000000,
2021-11-25 16:45:18.840,37,36.6,217000000,
2021-11-25 16:45:20.061,52,51.09,217000000,
2021-11-25 16:45:21.162,36,35.34,217000000,
2021-11-25 16:45:22.264,41,40.56,217000000,
2021-11-25 16:45:23.441,113,112.6,217000000,
2021-11-25 16:45:24.543,31,30.93,217000000,
2021-11-25 16:45:25.660,46,45.43,217000000,
2021-11-25 16:45:26.760,37,36.34,217000000,
2021-11-25 16:45:27.881,52,51.33,217000000,
2021-11-25 16:45:28.980,28,27.46,217000000,
2021-11-25 16:45:30.061,31,30.92,217000000,
2021-11-25 16:45:31.160,40,39.97,217000000,
2021-11-25 16:45:32.281,65,64.34,217000000,
2021-11-25 16:45:33.360,41,40.46,217000000,
2021-11-25 16:45:34.460,51,50.32,217000000,
2021-11-25 16:45:35.561,36,35.07,217000000,
2021-11-25 16:45:36.662,36,35.9,217000000,
2021-11-25 16:45:37.780,31,30.77,217000000,
2021-11-25 16:45:38.882,32,31.02,217000000,
2021-11-25 16:45:40.001,49,48.47,217000000,
2021-11-25 16:45:41.103,32,31.55,217000000,
2021-11-25 16:45:42.203,36,35.19,217000000,
2021-11-25 16:45:43.320,46,45.56,217000000,
2021-11-25 16:45:44.422,35,34.92,217000000,
2021-11-25 16:45:45.540,46,45.62,217000000,
2021-11-25 16:45:46.640,54,53.95,217000000,
2021-11-25 16:45:47.740,55,54.16,217000000,
2021-11-25 16:45:48.860,47,46.65,217000000,
2021-11-25 16:45:49.963,32,31.68,217000000,
2021-11-25 16:45:51.080,44,43.55,217000000,
2021-11-25 16:45:52.182,36,35.29,217000000,
2021-11-25 16:45:53.284,32,31.61,217000000,
2021-11-25 16:45:54.480,66,65.91,217000000,
2021-11-25 16:45:55.562,36,35.12,217000000,
2021-11-25 16:45:56.660,33,32.46,217000000,
2021-11-25 16:45:57.762,44,43.53,217000000,
2021-11-25 16:45:58.880,48,47.32,217000000,
2021-11-25 16:45:59.980,33,32.76,217000000,
2021-11-25 16:46:01.081,35,34.86,217000000,
2021-11-25 16:46:02.182,40,39.79,217000000,
2021-11-25 16:46:03.280,40,39,217000000,
2021-11-25 16:46:04.381,47,46.95,217000000,
2021-11-25 16:46:05.500,55,54.23,217000000,
2021-11-25 16:46:06.600,33,32.02,217000000,
2021-11-25 16:46:07.702,47,46.96,217000000,
2021-11-25 16:46:08.800,36,35.4,217000000,
2021-11-25 16:46:09.904,36,35.83,217000000,
2021-11-25 16:46:10.982,33,32.96,217000000,
2021-11-25 16:46:12.100,45,44.12,217000000,
2021-11-25 16:46:13.220,48,47.8,217000000,
2021-11-25 16:46:14.423,89,88.15,217000000,
2021-11-25 16:46:15.681,40,39.07,217000000,
2021-11-25 16:46:16.881,69,68.42,217000000,
2021-11-25 16:46:18.100,99,98.02,217000000,
2021-11-25 16:46:19.300,89,88.37,217000000,
2021-11-25 16:46:20.522,43,42.87,217000000,
2021-11-25 16:46:21.741,88,87.33,217000000,
2021-11-25 16:46:22.960,119,118.74,217000000,
2021-11-25 16:46:24.081,55,54.61,217000000,
2021-11-25 16:46:25.201,49,48.5,217000000,
2021-11-25 16:46:26.320,55,54.13,217000000,
2021-11-25 16:46:27.400,41,40.09,217000000,
2021-11-25 16:46:28.602,97,96.34,217000000,
2021-11-25 16:46:29.722,27,26.99,217000000,
2021-11-25 16:46:30.840,47,46.81,217000000,
2021-11-25 16:46:31.940,46,45.54,217000000,
2021-11-25 16:46:33.040,37,36.27,217000000,
2021-11-25 16:46:34.122,37,36.98,217000000,
2021-11-25 16:46:35.240,49,48.35,217000000,
2021-11-25 16:46:36.320,36,35.64,217000000,
2021-11-25 16:46:37.400,32,31.25,217000000,
2021-11-25 16:46:38.482,31,30.85,217000000,
2021-11-25 16:46:39.582,36,35.44,217000000,
2021-11-25 16:46:40.700,51,50.11,217000000,
2021-11-25 16:46:41.841,56,55.41,217000000,
2021-11-25 16:46:42.943,30,29.14,217000000,
2021-11-25 16:46:44.043,31,30.81,217000000,
2021-11-25 16:46:45.244,84,83.24,217000000,
2021-11-25 16:46:46.342,36,35.62,217000000,
2021-11-25 16:46:47.442,38,37.56,217000000,
2021-11-25 16:46:48.522,36,35.09,217000000,
2021-11-25 16:46:49.620,40,39.91,217000000,
2021-11-25 16:46:50.703,36,35.54,217000000,
2021-11-25 16:46:51.800,36,35.35,217000000,
2021-11-25 16:46:52.901,41,40.26,217000000,
2021-11-25 16:46:54.000,35,34.97,217000000,
2021-11-25 16:46:55.123,61,60.2,217000000,
2021-11-25 16:46:56.243,45,44.61,217000000,
2021-11-25 16:46:57.360,55,54.19,217000000,
2021-11-25 16:46:58.444,44,44,217000000,
2021-11-25 16:46:59.540,48,47.13,217000000,
2021-11-25 16:47:00.620,36,35.96,217000000,
2021-11-25 16:47:01.720,35,34.93,217000000,
2021-11-25 16:47:02.840,63,62.12,217000000,
2021-11-25 16:47:03.961,51,50.92,217000000,
2021-11-25 16:47:05.060,37,36.59,217000000,
2021-11-25 16:47:06.140,33,32.64,217000000,
2021-11-25 16:47:07.242,44,43.31,217000000,
2021-11-25 16:47:08.340,36,35.38,217000000,
2021-11-25 16:47:09.422,36,35.13,217000000,
2021-11-25 16:47:10.520,32,31.72,217000000,
2021-11-25 16:47:11.660,63,62.46,217000000,
2021-11-25 16:47:12.740,48,47.59,217000000,
2021-11-25 16:47:13.824,33,32.43,217000000,
2021-11-25 16:47:14.940,46,45.85,217000000,
2021-11-25 16:47:16.060,48,47.52,217000000,
2021-11-25 16:47:17.162,44,43.39,217000000,
2021-11-25 16:47:18.281,56,55.17,217000000,
2021-11-25 16:47:19.383,40,39.19,217000000,
2021-11-25 16:47:20.480,33,32.66,217000000,
2021-11-25 16:47:21.580,47,46.97,217000000,
2021-11-25 16:47:22.661,36,35.11,217000000,
2021-11-25 16:47:23.780,46,45.25,217000000,
2021-11-25 16:47:24.881,34,33.39,217000000,
2021-11-25 16:47:25.980,36,35.21,217000000,
2021-11-25 16:47:27.083,37,36.44,217000000,
2021-11-25 16:47:28.200,36,35.63,217000000,
2021-11-25 16:47:29.300,36,35.7,217000000,
2021-11-25 16:47:30.383,31,30.94,217000000,
2021-11-25 16:47:31.502,44,43.14,217000000,
2021-11-25 16:47:32.601,31,30.89,217000000,
2021-11-25 16:47:33.702,32,31.45,217000000,
2021-11-25 16:47:34.821,51,50.84,217000000,
2021-11-25 16:47:35.922,36,35.01,217000000,
2021-11-25 16:47:37.022,36,35.05,217000000,
2021-11-25 16:47:38.142,44,43.8,217000000,
2021-11-25 16:47:39.242,31,30.81,217000000,
2021-11-25 16:47:40.344,34,33.4,217000000,
2021-11-25 16:47:41.441,32,31.66,217000000,
2021-11-25 16:47:42.542,36,35.66,217000000,
2021-11-25 16:47:43.642,43,42.99,217000000,
2021-11-25 16:47:44.742,33,32.36,217000000,
2021-11-25 16:47:45.860,50,49.84,217000000,
2021-11-25 16:47:46.960,51,50.34,217000000,
2021-11-25 16:47:48.060,48,47.55,217000000,
2021-11-25 16:47:49.140,31,30.98,217000000,
2021-11-25 16:47:50.260,49,48.11,217000000,
2021-11-25 16:47:51.340,32,31.11,217000000,
2021-11-25 16:47:52.444,59,58.54,217000000,
2021-11-25 16:47:53.522,35,34.79,217000000,
2021-11-25 16:47:54.661,51,50.82,217000000,
2021-11-25 16:47:55.781,44,43.94,217000000,
2021-11-25 16:47:56.920,74,73.97,217000000,
2021-11-25 16:47:58.120,132,131.93,217000000,
2021-11-25 16:47:59.241,48,47.42,217000000,
2021-11-25 16:48:00.342,33,32.33,217000000,
2021-11-25 16:48:01.460,33,32.23,217000000,
2021-11-25 16:48:02.580,63,62.24,217000000,
2021-11-25 16:48:03.680,37,36.35,217000000,
2021-11-25 16:48:04.781,47,46.59,217000000,
2021-11-25 16:48:05.900,58,57.7,217000000,
2021-11-25 16:48:06.980,33,32.17,217000000,
2021-11-25 16:48:08.100,48,47.99,217000000,
2021-11-25 16:48:09.200,35,34.87,217000000,
2021-11-25 16:48:10.300,45,44.54,217000000,
2021-11-25 16:48:11.422,44,43.01,217000000,
2021-11-25 16:48:12.560,60,59.16,217000000,
2021-11-25 16:48:13.642,36,35.2,217000000,
2021-11-25 16:48:14.743,31,30.62,217000000,
2021-11-25 16:48:15.864,49,48.34,217000000,
2021-11-25 16:48:16.980,45,44.72,217000000,
2021-11-25 16:48:18.081,47,46.8,217000000,
2021-11-25 16:48:19.180,32,31.34,217000000,
2021-11-25 16:48:20.301,47,46.9,217000000,
2021-11-25 16:48:21.403,40,39.82,217000000,
2021-11-25 16:48:22.520,51,50.41,217000000,
2021-11-25 16:48:23.680,87,86.08,217000000,
2021-11-25 16:48:24.760,37,36.86,217000000,
2021-11-25 16:48:25.863,37,36.48,217000000,
2021-11-25 16:48:26.960,33,32.33,217000000,
2021-11-25 16:48:28.040,32,31.5,217000000,
2021-11-25 16:48:29.161,46,45.19,217000000,
2021-11-25 16:48:30.281,61,60.67,217000000,
2021-11-25 16:48:31.380,33,32.13,217000000,
2021-11-25 16:48:32.582,32,31.29,217000000,
2021-11-25 16:48:33.680,32,31.81,217000000,
2021-11-25 16:48:34.760,33,32.72,217000000,
2021-11-25 16:48:35.860,33,32.23,217000000,
2021-11-25 16:48:36.960,45,44.14,217000000,
2021-11-25 16:48:38.081,48,47.54,217000000,
2021-11-25 16:48:39.181,34,33.63,217000000,
2021-11-25 16:48:40.300,44,43.66,217000000,
2021-11-25 16:48:41.400,43,42.86,217000000,
2021-11-25 16:48:42.500,33,32.23,217000000,
2021-11-25 16:48:43.602,42,41.09,217000000,
2021-11-25 16:48:44.702,45,44.5,217000000,
2021-11-25 16:48:45.803,31,30.82,217000000,
2021-11-25 16:48:46.903,37,36.51,217000000,
2021-11-25 16:48:48.020,44,43.35,217000000,
2021-11-25 16:48:49.120,46,45.74,217000000,
2021-11-25 16:48:50.224,44,43.95,217000000,
2021-11-25 16:48:51.340,44,43.05,217000000,
2021-11-25 16:48:52.440,46,45.63,217000000,
2021-11-25 16:48:53.542,35,34.86,217000000,
