@timestamp,@billedDuration,@duration,@initDuration,total,679.4395,745.9075
54:06.4,239,238.76,436.17,675.17,,
04:53.7,298,297.13,421.2,719.2,,
15:40.0,189,188.68,425.46,614.46,,
26:25.5,358,357.41,452.46,810.46,,
37:16.3,232,231.25,434.73,666.73,,
48:03.2,215,214.54,467.59,682.59,,
58:53.3,239,238.74,431.76,670.76,,
09:44.8,214,213.72,401.14,615.14,,
20:37.3,254,253.68,432.32,686.32,,
31:28.3,276,275.26,422.27,698.27,,
42:18.9,259,258.04,483.51,742.51,,
53:06.2,254,253.27,440.38,694.38,,
03:54.9,217,216.28,441.76,658.76,,
14:43.5,177,176.02,409.8,586.8,,
25:31.7,198,197.32,453.34,651.34,,
36:22.2,294,293.55,440.58,734.58,,
47:12.6,233,232.84,452.7,685.7,,
58:02.4,199,198.63,424.03,623.03,,
08:49.8,212,211.44,466.58,678.58,,
19:42.1,255,254.79,439.01,694.01,,
