@timestamp,@billedDuration,@duration,@initDuration,total,554.449,587.7065
10:35.6,113,112.81,445.32,558.32,,
21:30.7,116,115.54,463.09,579.09,,
32:26.0,119,118.42,433.26,552.26,,
43:18.7,110,109.16,453.29,563.29,,
54:09.3,79,78.23,437.18,516.18,,
04:56.6,118,117.34,429.08,547.08,,
15:42.8,118,117.96,440.59,558.59,,
26:28.5,138,137.96,414.34,552.34,,
37:19.3,130,129.89,420.55,550.55,,
48:06.3,159,158.24,447.07,606.07,,
58:56.3,156,155.13,413.66,569.66,,
09:47.7,76,75.35,454.75,530.75,,
20:40.0,138,137.18,448.74,586.74,,
31:30.8,116,115.91,416.09,532.09,,
42:21.4,114,113.94,436.26,550.26,,
53:08.8,113,112.16,437.81,550.81,,
03:57.7,75,74.07,471.79,546.79,,
14:46.0,117,116.44,423.97,540.97,,
25:34.5,99,98.8,435.18,534.18,,
36:24.9,157,156.26,405.96,562.96,,
