@timestamp,@billedDuration,@duration,@initDuration,total,612.0775,676.9245
43:16.9,230,229.21,480.26,710.26,,
54:07.3,155,154.29,419.71,574.71,,
04:54.8,159,158.99,439.44,598.44,,
15:40.9,155,154.63,423.24,578.24,,
26:26.5,174,173.73,424.71,598.71,,
37:17.3,187,186.15,431.96,618.96,,
48:04.3,219,218.62,456.17,675.17,,
58:54.2,159,158.83,427.49,586.49,,
09:45.8,143,142.44,471.59,614.59,,
20:38.1,137,136.86,417.09,554.09,,
31:29.1,172,171.54,423.23,595.23,,
42:19.7,146,145.79,424.5,570.5,,
53:07.0,191,190.95,466.56,657.56,,
03:55.9,155,154.12,451.63,606.63,,
14:44.3,153,152.94,464.68,617.68,,
25:32.6,157,156.51,436.12,593.12,,
36:23.2,198,197.79,432.98,630.98,,
47:13.5,195,194.4,422.71,617.71,,
58:03.5,137,136.14,445.51,582.51,,
08:50.8,220,219.89,439.97,659.97,,
