@timestamp,@billedDuration,@duration,@initDuration
16:50.9,36,35.15,
16:52.5,36,35.47,
16:54.0,25,24.91,
16:55.6,33,32.3,
16:57.1,17,16.65,
16:58.9,50,49.15,
17:00.6,29,28.98,
17:02.3,30,29.66,
17:04.0,34,33.38,
17:05.5,35,34.9,
17:07.1,41,40.28,
17:08.6,30,29.65,
17:10.2,35,34.77,
17:11.7,30,29.39,
17:13.2,35,34.66,
17:14.8,36,35.25,
17:16.5,17,16.61,
17:18.0,36,35.21,
17:19.5,29,28.74,
17:21.0,32,31.95,
17:22.6,30,29.6,
17:24.1,41,40.02,
17:25.7,40,39.93,
17:27.5,43,42.66,
17:29.1,30,29.16,
17:30.7,46,45.64,
17:32.3,34,33.36,
17:33.9,21,20.82,
17:35.6,17,16.71,
17:37.2,31,30.31,
17:38.8,29,28.81,
17:40.6,45,44.06,
17:42.2,45,44.28,
17:43.8,31,30.25,
17:45.4,30,29.95,
17:47.0,35,34.04,
17:48.6,34,33.78,
17:50.2,30,29.71,
17:51.8,32,31.76,
17:53.6,37,36.68,
17:55.1,21,20.83,
17:56.7,32,31.89,
17:58.3,56,55.94,
18:00.0,34,33.96,
18:01.5,34,33.63,
18:03.1,46,45.21,
18:04.7,38,37.3,
18:06.3,30,29.24,
18:07.9,32,31.74,
18:09.4,34,33.97,
18:11.1,35,34.41,
18:12.8,29,28.97,
18:15.4,42,41.55,
18:17.0,30,29.34,
18:18.6,38,37.54,
18:20.1,25,24.9,
18:21.7,29,28.76,
18:23.4,40,39.98,
18:24.8,30,29.04,
18:26.4,29,28.96,
18:28.0,29,28.94,
18:29.6,50,49.05,
18:31.3,38,37.36,
18:33.0,34,33.27,
18:35.6,49,48.75,
18:37.2,46,45.22,
18:38.8,38,37.53,
18:40.4,36,35.3,
18:41.9,13,12.67,
18:43.5,34,33.41,
18:46.9,74,73.37,
18:48.5,17,16.65,
18:50.1,58,57.32,
18:51.7,46,45.22,
18:53.3,17,16.69,
18:54.9,25,24.98,
18:56.6,36,35.83,
18:58.1,30,29.49,
18:59.8,35,34.6,
19:01.4,37,36.97,
19:03.0,38,37.94,
19:04.5,30,29.49,
19:06.2,32,31.3,
19:07.7,31,30.58,
19:09.3,21,20.63,
19:10.8,33,32.12,
19:12.4,34,33.92,
19:13.9,51,50.91,
19:15.6,34,33.06,
19:18.2,33,32.42,
19:19.8,31,30.05,
19:22.0,46,45.9,
19:23.7,30,29.74,
19:25.3,31,30.23,
19:26.8,42,41.84,
19:28.4,39,38.77,
19:29.9,21,20.62,
19:31.5,30,29.53,
19:33.0,17,16.93,
19:34.6,31,30.17,
19:36.3,21,20.63,
19:37.9,30,29.01,
19:39.4,21,20.76,
19:41.0,45,44.81,
19:42.5,38,37.35,
19:44.1,35,34.5,
19:45.7,39,38.69,
19:47.3,50,49.46,
19:49.2,36,35.46,
19:50.7,41,40.85,
19:52.3,29,28.96,
19:53.8,30,29.74,
19:56.5,37,36.82,
19:58.1,25,24.81,
19:59.6,13,12.38,
20:01.3,49,48.74,
20:02.9,41,40.96,
20:04.5,34,33.39,
20:06.1,21,20.83,
20:07.6,34,33.12,
20:09.2,37,36.01,
20:10.7,29,28.94,
20:12.3,13,12.72,
20:14.0,47,46.06,
20:15.5,17,16.77,
20:17.1,35,34.35,
20:18.6,17,16.81,
20:20.4,37,36.66,
20:21.8,21,20.86,
20:23.4,32,31.59,
20:25.1,29,28.83,
20:26.8,36,35.4,
20:28.4,41,40.24,
20:30.2,34,33.3,
20:32.0,30,29.13,
20:33.6,36,35.68,
20:35.1,38,37.47,
20:36.7,34,33.55,
20:38.4,33,32.38,
20:40.2,26,25.37,
20:42.0,32,31.86,
20:43.7,30,29.07,
20:45.3,17,16.76,
20:46.9,34,33.72,
20:48.4,30,29.39,
20:50.0,33,32.27,
20:51.6,32,31.42,
20:53.1,33,32.22,
20:54.7,33,32.38,
20:56.3,38,37.71,
20:58.9,40,39.98,
21:00.4,31,30.01,
21:02.0,21,20.67,
21:03.6,29,28.99,
21:05.2,38,37.81,
21:06.7,34,33.32,
21:08.3,44,43.76,
21:09.9,39,38.27,
21:11.4,32,31.24,
21:13.0,31,30.44,
21:14.6,31,30.17,
21:16.1,34,33.85,
21:17.8,34,33.68,
21:21.1,35,34.49,
21:22.6,35,34.07,
21:24.1,21,20.85,
21:25.7,30,29.22,
21:27.3,36,35.64,
21:28.9,33,32.72,
21:30.4,34,33.68,
21:32.1,35,34.63,
21:33.7,33,32.33,
21:36.0,29,28.92,
21:37.6,41,40.3,
21:39.2,35,34.58,
21:41.0,32,31.59,
21:42.7,42,41.11,
21:44.6,49,48.75,
21:46.2,39,38.68,
21:47.8,34,33.77,
21:49.7,53,52.56,
21:51.3,41,40.06,
21:53.0,34,33.8,
21:54.6,30,29.2,
21:56.2,42,41.19,
21:57.8,39,38.22,
21:59.3,35,34.06,
22:01.0,35,34.4,
22:02.6,32,31.49,
22:04.2,30,29.11,
22:05.7,32,31.11,
22:07.3,32,31.39,
22:08.8,36,35.52,
22:10.5,29,28.97,
22:12.1,41,40.59,
22:13.7,35,34.14,
22:15.3,29,28.79,
22:16.8,31,30.65,
22:19.1,61,60.46,
22:20.9,64,63.61,
22:22.7,37,36.1,
22:24.3,30,29.85,
22:25.9,30,29.53,
22:27.6,29,28.83,
22:29.2,37,36.05,
22:33.7,34,33.08,
22:35.2,21,20.86,
22:36.8,34,33.13,
22:38.4,40,39.84,
22:39.9,37,36.29,
22:41.5,34,33.56,
22:43.3,30,29.26,
22:45.0,39,38.93,
22:46.6,43,42.87,
22:48.2,41,40.27,
22:49.7,39,38.39,
22:51.3,38,37.66,
22:52.9,33,32.03,
22:54.5,34,33.24,
