@timestamp,@billedDuration,@duration,@initDuration
11:50.9,30,29.36,
11:52.5,39,38.44,
11:54.1,30,29.35,
11:55.7,35,34.04,
11:57.3,34,33.49,
11:58.9,30,29.67,
12:00.5,31,30.78,
12:02.0,33,32.92,
12:03.6,31,30.6,
12:05.2,32,31.17,
12:06.7,38,37.76,
12:08.4,31,30.37,
12:09.9,38,37.36,
12:11.4,33,32.05,
12:13.0,26,25.73,
12:14.6,46,45.86,
12:16.2,37,36.21,
12:18.5,57,56.98,
12:20.1,36,35.45,
12:21.7,37,36.48,
12:23.2,32,31.17,
12:24.8,35,34.61,
12:26.3,34,33.94,
12:27.9,30,29.22,
12:29.4,49,48.6,
12:31.0,34,33.45,
12:33.6,38,37.26,
12:35.3,32,31.42,
12:36.8,39,38.16,
12:38.5,30,29.51,
12:40.2,32,31.74,
12:42.0,46,45.08,
12:43.6,29,28.73,
12:45.3,48,47.28,
12:46.9,33,32.07,
12:48.5,49,48.95,
12:50.0,33,32.7,
12:51.5,30,29.8,
12:53.3,37,36.01,
12:54.9,34,33.77,
12:56.7,48,47.83,
12:58.2,34,33.8,
12:59.8,66,65.16,
13:02.3,37,36.08,
13:03.9,29,28.41,
13:05.5,36,35.01,
13:07.2,30,29.97,
13:09.0,34,33.65,
13:10.5,29,28.94,
13:12.1,35,34.17,
13:13.7,33,32.22,
13:15.3,31,30.14,
13:16.8,37,36.37,
13:18.5,35,34.36,
13:20.1,33,32.33,
13:21.6,35,34.65,
13:23.2,38,37.34,
13:24.8,29,28.85,
13:26.4,70,69.15,
13:28.0,32,31.49,
13:29.6,30,29.84,
13:31.2,29,28.58,
13:32.7,32,31.07,
13:34.4,40,39.35,
13:35.9,49,48.65,
13:37.6,45,44.5,
13:39.2,35,34.56,
13:40.8,47,46.02,
13:42.6,44,43.09,
13:44.2,37,36.13,
13:45.8,31,30.48,
13:47.4,31,30.8,
13:48.9,36,35.29,
13:50.5,30,29.12,
13:52.4,43,42.09,
13:54.0,33,32.69,
13:55.5,38,37.43,
13:57.1,34,33.73,
13:58.6,35,34.36,
14:00.2,36,35.93,
14:01.7,36,35.3,
14:03.2,21,20.55,
14:04.8,35,35,
14:06.4,41,40.42,
14:07.9,29,28.97,
14:09.6,30,29.44,
14:11.8,36,35.84,
14:13.6,29,28.98,
14:15.2,34,33.88,
14:16.7,30,29.96,
14:18.3,35,34.83,
14:19.8,29,28.95,
14:21.3,33,32.67,
14:22.9,37,36.69,
14:24.6,29,29,
14:26.2,34,33.34,
14:27.9,33,32.95,
14:29.5,30,29.1,
14:31.0,29,28.86,
14:32.7,50,49.38,
14:36.1,34,33.03,
14:37.7,36,35.45,
14:39.2,38,37.8,
14:40.8,30,29.65,
14:42.5,30,29.36,
14:45.1,43,42.11,
14:46.7,35,34.61,
14:48.2,30,29.14,
14:49.8,38,37.2,
14:51.4,34,33.17,
14:53.0,13,12.38,
14:54.6,34,33.73,
14:56.2,34,33.05,
14:57.8,33,32.98,
14:59.3,39,38.21,
15:00.8,17,16.72,
15:02.5,38,37.09,
15:04.2,34,33.19,
15:05.8,29,28.69,
15:07.4,33,32.89,
15:09.0,35,34.61,
15:10.5,33,32.84,
15:12.0,38,37.01,
15:13.8,42,41.41,
15:15.3,36,35.28,
15:17.4,29,28.93,
15:18.9,34,33.6,
15:20.5,38,37.83,
15:22.0,17,16.72,
15:23.6,38,37.03,
15:25.2,17,16.65,
15:26.8,30,29.97,
15:28.3,26,25.24,
15:31.5,45,44.48,
15:33.4,40,39.68,
15:35.0,37,36.86,
15:36.5,30,29.06,
15:38.1,31,30.79,
15:39.6,21,20.66,
15:41.2,30,29.35,
15:42.8,33,32.3,
15:44.4,26,25.84,
15:45.9,17,16.85,
15:47.7,37,36.88,
15:49.2,37,36.47,
15:50.8,38,37.75,
15:52.4,29,28.32,
15:54.0,34,33.42,
15:55.5,29,28.84,
15:58.1,34,33.55,
15:59.8,36,35.23,
16:01.3,35,34.64,
16:02.9,25,24.84,
16:04.5,33,32.88,
16:06.2,38,37.8,
16:07.7,32,31.76,
16:09.2,31,30.19,
16:10.8,30,29.01,
16:12.4,32,31.65,
16:14.1,36,35.56,
16:15.6,34,34,
16:17.2,35,34.65,
16:18.8,37,36.25,
16:20.3,42,41.38,
16:21.9,39,38.55,
16:23.5,33,32.04,
16:26.9,36,35.44,
16:28.5,30,29.17,
16:30.0,13,12.89,
16:31.6,30,29.18,
16:33.2,34,33.34,
16:34.8,30,29.76,
16:36.4,37,36.73,
16:38.0,30,29.04,
16:39.7,47,46.9,
16:41.3,30,29.36,
16:42.9,30,29.76,
16:44.4,31,30.23,
16:46.2,30,29.71,
16:47.8,37,36.64,
16:49.3,41,40.43,
