Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_image/,47,4,2400.0,2567.6475221915034,14.767374999792082,10096.199916999467,15.553191489361701,0.0016953869444045098,0.00014428825058761786,2400,2500,2500,2600,2700,3000,10000,10000,10000,10000,10000
,Aggregated,47,4,2400.0,2567.6475221915034,14.767374999792082,10096.199916999467,15.553191489361701,0.0016953869444045098,0.00014428825058761786,2400,2500,2500,2600,2700,3000,10000,10000,10000,10000,10000
