@timestamp,@billedDuration,@duration,@initDuration,total,4897.66,5069.757
49:30.3,4338,4337.37,432.67,4770.67,,
00:31.6,4629,4628.46,449.44,5078.44,,
11:34.6,4606,4605.84,463.3,5069.3,,
22:33.7,4413,4412.49,449.05,4862.05,,
33:35.8,4454,4453.1,444.28,4898.28,,
44:37.1,4570,4569.29,459.68,5029.68,,
55:26.3,4341,4340.16,431.43,4772.43,,
06:29.0,4546,4545.29,455.82,5001.82,,
17:32.0,4432,4431.41,460.18,4892.18,,
28:32.3,4296,4296,433.51,4729.51,,
39:31.9,4473,4472.09,445.44,4918.44,,
50:33.3,4369,4368.32,447.66,4816.66,,
01:35.0,4365,4364.96,438.77,4803.77,,
12:44.5,4481,4480.12,437.26,4918.26,,
23:50.4,4501,4500.24,448.8,4949.8,,
34:34.0,4435,4434.96,437.88,4872.88,,
45:34.3,4339,4338.41,437.62,4776.62,,
56:36.3,4590,4589.34,430.56,5020.56,,
07:38.1,4573,4572.79,448.56,5021.56,,
18:41.5,4309,4308.54,441.29,4750.29,,
