@timestamp,@billedDuration,@duration,@initDuration,,,
10:28.6,1550,378.22,1171.13,,,
23:41.4,1530,380.9,1148.72,,,
49:40.4,1468,362.43,1104.9,,,
02:34.8,1441,350.49,1090.26,,,
15:28.6,1394,330.1,1062.95,,,
28:23.8,1450,346.1,1102.98,,,
41:09.2,1398,344.79,1053.08,,,
53:50.1,1478,367.57,1109.57,,,
06:36.0,1461,349.96,1110.46,,1480.8,1556.2
19:41.4,1495,372.53,1122.37,,,
32:27.8,1500,376.03,1123.06,,,
45:22.1,1449,376.31,1072.49,,,
58:24.3,1523,379.15,1142.94,,,
11:10.6,1674,349.18,1324.47,,,
24:13.1,1503,378.34,1124.37,,,
36:59.9,1429,332.72,1095.92,,,
49:45.0,1440,348.09,1091.19,,,
02:23.7,1538,366.96,1170.16,,,
15:28.9,1444,344.94,1098.14,,,
28:12.6,1451,348.24,1102.7,,,
