@timestamp,@billedDuration,@duration,@initDuration,total,785.846,821.5965
16:44.1,383,382.81,406.63,789.63,,
26:45.9,367,366.43,406.81,773.81,,
36:47.6,371,370.54,417.57,788.57,,
46:49.0,372,371.56,401.9,773.9,,
56:49.9,350,349.81,406.39,756.39,,
06:52.0,392,391.86,409.52,801.52,,
16:53.1,373,372.53,407.2,780.2,,
26:54.3,372,371.86,420.02,792.02,,
46:55.8,362,361.14,376.21,738.21,,
56:57.8,355,354.66,401.33,756.33,,
06:59.5,374,373.98,409.59,783.59,,
17:00.7,403,402.76,410.72,813.72,,
27:02.2,367,366.14,397.55,764.55,,
47:03.5,384,383.74,417.29,801.29,,
07:05.2,367,366.47,402.71,769.71,,
17:07.2,399,398.96,398.23,797.23,,
27:08.0,367,366.6,405.1,772.1,,
37:09.4,403,402.88,434.49,837.49,,
47:11.2,403,402.63,417.76,820.76,,
57:12.7,399,398.11,406.9,805.9,,
