@timestamp,@billedDuration,@duration,@initDuration,,,
58:44.3,2936,1771.99,1163.14,,,
11:25.7,2868,1741.16,1125.92,,,
24:27.2,2820,1741.14,1078.11,,,
37:13.3,2744,1655.44,1088.42,,,
49:58.4,2798,1712.37,1084.91,,2841.2,2959.15
02:38.5,2898,1758.74,1138.72,,,
15:42.4,2803,1689.42,1112.69,,,
28:26.1,2819,1555.21,1263.1,,,
41:19.2,2864,1744.19,1119.66,,,
54:09.1,2896,1812.53,1082.57,,,
07:00.3,2864,1740,1123.77,,,
19:51.3,2731,1672.44,1058.1,,,
32:31.8,2876,1789.44,1086.14,,,
45:12.0,3076,1886.15,1189.15,,,
57:53.8,2774,1688.75,1084.45,,,
23:45.8,2695,1628.79,1066.01,,,
36:27.1,2817,1692.71,1123.37,,,
49:17.3,2953,1793.72,1158.79,,,
02:16.5,2837,1766.08,1070.72,,,
15:22.6,2755,1672.03,1082.65,,,
