@timestamp,@billedDuration,@duration,@initDuration,,,
12:23.5,1550,478.94,1070.11,,,
25:22.3,1607,486.22,1120.54,,,
38:24.0,1638,498.26,1139.37,,,
51:16.9,1563,479.36,1083.36,,,
04:13.6,1608,500.44,1107.33,,,
17:07.5,1562,469.93,1091.37,,,
29:52.6,1582,477.62,1103.96,,,
42:35.8,1596,489.03,1106.05,,,
55:20.0,1590,486.33,1103.05,,,
08:27.1,1609,491.27,1117.14,,,
21:12.8,1702,545.01,1156.86,,,
34:06.0,1627,518.4,1107.71,,,
47:09.0,1633,494.59,1137.73,,,
59:54.9,1536,464.54,1071.02,,,
12:58.5,1640,511.12,1128.4,,,
25:46.9,1535,478.74,1056.25,,,
38:26.9,1657,560.86,1095.84,,1603.35,1664.95
51:10.1,1663,513.64,1149.14,,,
04:11.4,1565,477.27,1087.25,,,
16:58.9,1604,483.51,1120.23,,,
