@timestamp,@billedDuration,@duration,@initDuration,total,5856.1885,6050.582
49:24.0,5419,5418.62,450.58,5869.58,,
00:25.3,5281,5280.64,424.89,5705.89,,
11:27.9,5559,5558.57,454.63,6013.63,,
22:28.0,5387,5386.42,430.84,5817.84,,
33:29.6,5597,5596.97,452.57,6049.57,,
44:30.6,5223,5222.07,443.05,5666.05,,
55:19.7,5492,5491.22,450.12,5942.12,,
06:22.7,5308,5307.2,434.17,5742.17,,
17:25.9,5479,5478.69,458.46,5937.46,,
28:26.2,5501,5500.81,458.81,5959.81,,
39:26.0,5314,5313.74,455.56,5769.56,,
50:27.2,5396,5395.32,446.05,5842.05,,
01:29.0,5610,5609.48,459.81,6069.81,,
12:38.8,5352,5351.12,454.46,5806.46,,
23:43.5,5448,5447.92,453.45,5901.45,,
34:28.0,5308,5307.62,445.32,5753.32,,
45:28.5,5263,5262.91,430.31,5693.31,,
56:29.1,5316,5315.52,441.71,5757.71,,
07:32.3,5360,5359.79,441.78,5801.78,,
18:35.9,5560,5559.24,464.2,6024.2,,
