@timestamp,@billedDuration,@duration,@initDuration,total,6070.637,6284.535
11:11.8,5572,5571.34,440.56,6012.56,,
24:21.0,5577,5576.88,438.13,6015.13,,
37:19.5,5496,5495.47,436.23,5932.23,,
50:18.0,5621,5620.8,434.87,6055.87,,
03:17.3,5582,5581.87,447.17,6029.17,,
16:10.3,7102,7101.44,452.21,7554.21,5629.3,5827.1
29:03.4,5443,5442.18,440.75,5883.75,,
41:46.9,5525,5524.98,438.21,5963.21,,
54:32.6,5507,5506.32,437.24,5944.24,,
07:29.4,5637,5636.18,448.9,6085.9,,
20:20.6,5553,5552.81,444.84,5997.84,,
33:06.5,5608,5607.89,437.43,6045.43,,
46:12.6,5484,5483.5,445.73,5929.73,,
59:08.6,5645,5644.17,445.05,6090.05,,
11:51.7,5760,5759.93,457.71,6217.71,,
24:52.9,5433,5432.26,435.4,5868.4,,
37:38.8,5582,5581.83,443.55,6025.55,,
50:21.8,5470,5469.39,439.77,5909.77,,
03:03.1,5504,5503.42,426.21,5930.21,,
16:07.7,5485,5484.38,436.78,5921.78,,
