@timestamp,@billedDuration,@duration,@initDuration,total,3702.036,3830.7095
49:41.5,3243,3242.41,438.72,3681.72,,
00:43.2,3265,3264.83,436.61,3701.61,,
11:45.5,3273,3272.79,440.29,3713.29,,
22:44.8,3199,3198.88,439.99,3638.99,,
33:47.7,3302,3301.71,449.02,3751.02,,
44:49.0,3266,3265.98,453.79,3719.79,,
55:36.6,3351,3350.49,474.77,3825.77,,
06:40.6,3227,3226.36,432.28,3659.28,,
17:42.9,3450,3449.08,474.56,3924.56,,
28:42.5,3088,3087.87,434.9,3522.9,,
39:44.4,3299,3298.85,436.78,3735.78,,
50:43.7,3068,3067.91,415.57,3483.57,,
01:46.5,3346,3345.17,457.74,3803.74,,
12:58.7,3205,3204.63,433.54,3638.54,,
24:02.7,3295,3294.13,453.76,3748.76,,
34:45.6,3189,3188.4,431.04,3620.04,,
45:46.8,3208,3207.62,435.03,3643.03,,
56:47.3,3296,3295.19,446.46,3742.46,,
07:51.1,3292,3291.49,457.94,3749.94,,
18:53.9,3282,3281.75,453.93,3735.93,,
