@timestamp,@billedDuration,@duration,@initDuration,total,4575.835,4725.487
13:14.0,4115,4114.96,444.81,4559.81,,
26:12.6,4121,4120.04,442.77,4563.77,,
39:12.9,4133,4132.72,444.27,4577.27,,
52:07.5,4104,4103.2,434.67,4538.67,,
05:02.3,3973,3972.69,420.72,4393.72,,
17:58.0,4282,4281.88,443.48,4725.48,,
30:41.8,4155,4154.66,434.53,4589.53,,
43:25.3,4119,4118.51,446.99,4565.99,,
56:10.2,4114,4113.92,437.38,4551.38,,
09:16.9,4033,4032.77,436.64,4469.64,,
22:03.0,4122,4121.51,444.58,4566.58,4136.75,4275.35
34:55.9,4092,4091.03,431.11,4523.11,,
47:59.4,3993,3992.27,421.21,4414.21,,
00:45.7,4190,4189.23,432.28,4622.28,,
13:46.5,4134,4133.42,446.08,4580.08,,
26:34.9,4193,4192.48,436.8,4629.8,,
39:18.1,4275,4274.37,450.62,4725.62,,
52:00.1,4225,4224.25,450.6,4675.6,,
05:01.5,4142,4141.69,442.33,4584.33,,
17:47.9,4220,4219.42,439.83,4659.83,,
