@timestamp,@billedDuration,@duration,@initDuration,total,1257.567,1347.5365
28:44.3,10,9.36,1213.24,1223.24,,
39:14.4,10,9.57,1335.74,1345.74,,
49:46.7,12,11.98,1240.05,1252.05,,
00:17.8,9,8.97,1229.97,1238.97,,
10:48.4,13,12.04,1263.6,1276.6,,
21:18.2,10,9.65,1286.12,1296.12,,
31:51.3,12,11.35,1184.75,1196.75,,
47:30.0,10,9.49,1259.89,1269.89,,
59:09.7,10,9.32,1219.19,1229.19,,
10:36.1,10,9.09,1214.17,1224.17,,
21:57.5,9,8.97,1231.53,1240.53,,
33:28.3,13,12.68,1231.16,1244.16,,
44:48.3,10,9.72,1371.67,1381.67,,
56:09.4,9,8.59,1203.8,1212.8,,
07:30.0,10,9.15,1200.15,1210.15,,
18:47.2,10,9.29,1280.56,1290.56,,
30:03.4,12,11.43,1212.77,1224.77,,
41:26.2,10,9.47,1227.4,1237.4,,
52:46.4,13,12.59,1319.82,1332.82,,
04:04.8,10,9.27,1213.76,1223.76,,
