@timestamp,@billedDuration,@duration,@initDuration,total,1894.4955,2150.971
18:00.9,479,478.56,1279.6,1758.6,,
28:33.0,611,610.37,1351.42,1962.42,,
39:03.2,779,779,1247.1,2026.1,,
49:35.0,735,734.56,1255.76,1990.76,,
00:06.4,515,514.73,1347.33,1862.33,,
10:35.1,396,395.1,1355.54,1751.54,,
21:04.8,479,478.48,1299.52,1778.52,,
31:38.0,573,572.62,1282.64,1855.64,,
42:10.3,739,738.59,1299.48,2038.48,,
47:17.5,519,518.77,1299.63,1818.63,,
58:58.3,539,538.4,1307.95,1846.95,,
10:25.0,335,334.94,1271.68,1606.68,,
21:45.9,755,754.35,1295.68,2050.68,,
33:17.1,900,899.64,1331.93,2231.93,,
44:37.0,515,514.64,1275.7,1790.7,,
55:57.6,315,314.55,1379.57,1694.57,,
07:18.4,519,518.54,1371.72,1890.72,,
18:35.6,859,858.83,1287.71,2146.71,,
29:52.9,600,599.07,1359.18,1959.18,,
41:15.9,493,492.67,1335.77,1828.77,,
