@timestamp,@billedDuration,@duration,@initDuration,total,1543.8185,1679.702
18:10.0,234,233.96,1323.55,1557.55,,
28:40.1,379,378.38,1271.82,1650.82,,
39:10.2,197,196.6,1255.64,1452.64,,
49:42.7,154,153.05,1163.62,1317.62,,
00:13.9,143,142.1,1315.75,1458.75,,
10:44.4,196,195.87,1275.62,1471.62,,
21:14.4,279,278.93,1291.54,1570.54,,
31:47.9,413,412.51,1253.56,1666.56,,
47:26.3,256,255.66,1347.29,1603.29,,
59:05.8,240,239.43,1278.49,1518.49,,
10:32.2,196,195.56,1251.25,1447.25,,
21:53.9,319,318.6,1359.52,1678.52,,
33:24.5,419,418.85,1283.16,1702.16,,
44:44.4,200,199.92,1219.47,1419.47,,
56:05.5,135,134.41,1381.48,1516.48,,
07:25.5,261,260.68,1259.61,1520.61,,
18:43.2,280,279.4,1231.95,1511.95,,
29:59.7,179,178.05,1335.88,1514.88,,
41:22.4,395,394.7,1279.4,1674.4,,
52:42.4,319,318.45,1303.77,1622.77,,
