Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250/,46,8,8800.0,7343.866260891398,10.846999999557738,9662.112375001016,14.043478260869565,0.001682609598587877,0.00029262775627615254,8900,9000,9200,9200,9400,9500,9700,9700,9700,9700,9700
,Aggregated,46,8,8800.0,7343.866260891398,10.846999999557738,9662.112375001016,14.043478260869565,0.001682609598587877,0.00029262775627615254,8900,9000,9200,9200,9400,9500,9700,9700,9700,9700,9700
