@timestamp,@billedDuration,@duration,@initDuration,,,
38:05.7,707,215.94,490.45,,,
48:55.4,658,138.98,518.62,,,
59:44.8,731,198.82,531.67,,,
10:41.6,661,136.3,523.97,,,
21:36.7,792,178.72,612.96,,,
32:31.2,724,196.32,526.77,,682.35,794.65
43:24.1,657,134.86,521.59,,,
54:15.2,678,158.76,518.53,,,
05:02.0,666,178.33,486.98,,,
15:47.9,631,156.26,474.24,,,
26:33.9,617,137.81,479.14,,,
37:24.9,622,132.43,489.45,,,
48:11.6,691,157.22,532.93,,,
59:01.4,643,153.4,488.69,,,
09:53.7,845,143.79,700.68,,,
20:45.1,721,134.99,585.83,,,
31:35.8,684,157.5,526.07,,,
42:26.3,624,116.81,507.14,,,
53:14.0,670,134.32,534.76,,,
04:03.2,625,126.19,498.24,,,
