@timestamp,@billedDuration,@duration,@maxMemoryUsed
2021-11-24 22:26:28.141,7701,7700.93,103000000
2021-11-24 22:26:29.246,27,26.52,103000000
2021-11-24 22:26:30.339,27,26.42,104000000
2021-11-24 22:26:32.422,26,25.06,104000000
2021-11-24 22:26:33.500,16,15.05,104000000
2021-11-24 22:26:34.659,44,43.47,104000000
2021-11-24 22:26:35.842,16,15.23,104000000
2021-11-24 22:26:36.919,17,16.33,105000000
2021-11-24 22:26:38.081,60,59.54,105000000
2021-11-24 22:26:39.185,16,15.68,105000000
2021-11-24 22:26:40.279,28,27.39,106000000
2021-11-24 22:26:41.359,26,25.92,106000000
2021-11-24 22:26:42.438,15,14.91,106000000
2021-11-24 22:26:43.519,21,20.66,106000000
2021-11-24 22:26:44.599,20,19.09,106000000
2021-11-24 22:26:45.779,36,35.39,106000000
2021-11-24 22:26:47.100,24,23.1,106000000
2021-11-24 22:26:48.501,24,23.91,106000000
2021-11-24 22:26:49.581,16,15.45,106000000
2021-11-24 22:26:50.742,44,43.42,106000000
2021-11-24 22:26:51.859,17,16.46,106000000
2021-11-24 22:26:52.942,16,15.5,106000000
2021-11-24 22:26:54.099,42,41.01,106000000
2021-11-24 22:26:55.462,15,14.72,106000000
2021-11-24 22:26:56.545,15,14.86,106000000
2021-11-24 22:26:57.879,17,16.61,107000000
2021-11-24 22:26:59.760,19,18.98,107000000
2021-11-24 22:27:00.839,20,19.58,107000000
2021-11-24 22:27:01.919,20,19.63,107000000
2021-11-24 22:27:03.238,22,21.17,107000000
2021-11-24 22:27:04.319,16,15.02,107000000
2021-11-24 22:27:05.419,27,26.71,107000000
2021-11-24 22:27:06.501,16,15.26,107000000
2021-11-24 22:27:07.586,16,15.19,107000000
2021-11-24 22:27:09.178,20,19.54,107000000
2021-11-24 22:27:10.259,21,20.65,107000000
2021-11-24 22:27:11.361,28,27.1,107000000
2021-11-24 22:27:12.565,16,15.28,107000000
2021-11-24 22:27:13.742,50,49.59,107000000
2021-11-24 22:27:14.840,15,14.89,107000000
2021-11-24 22:27:16.000,44,43.4,107000000
2021-11-24 22:27:17.379,16,15.21,107000000
2021-11-24 22:27:18.459,25,24.3,107000000
2021-11-24 22:27:19.559,23,22.95,107000000
2021-11-24 22:27:20.659,19,18.95,107000000
2021-11-24 22:27:21.899,20,19.53,107000000
2021-11-24 22:27:22.999,28,27.01,107000000
2021-11-24 22:27:24.162,48,47.47,107000000
2021-11-24 22:27:25.280,28,27.96,107000000
2021-11-24 22:27:26.365,16,15.23,107000000
2021-11-24 22:27:27.458,27,26.39,107000000
2021-11-24 22:27:28.540,24,23.12,107000000
2021-11-24 22:27:29.639,24,23.26,107000000
2021-11-24 22:27:30.800,45,44.81,107000000
2021-11-24 22:27:32.347,25,24.03,107000000
2021-11-24 22:27:33.599,15,14.87,107000000
2021-11-24 22:27:34.719,24,23.59,107000000
2021-11-24 22:27:35.783,16,15.09,107000000
2021-11-24 22:27:36.879,28,27.28,107000000
2021-11-24 22:27:37.979,28,27.28,107000000
2021-11-24 22:27:39.059,25,24.01,107000000
2021-11-24 22:27:40.139,17,16.22,107000000
2021-11-24 22:27:41.225,16,15.12,107000000
2021-11-24 22:27:42.306,15,14.95,107000000
2021-11-24 22:27:43.382,16,15.54,107000000
2021-11-24 22:27:44.460,16,15.44,107000000
2021-11-24 22:27:45.659,37,36.14,107000000
2021-11-24 22:27:46.739,16,15.07,107000000
2021-11-24 22:27:47.901,50,49.38,107000000
2021-11-24 22:27:48.978,20,19.46,107000000
2021-11-24 22:27:50.059,20,19.07,107000000
2021-11-24 22:27:51.139,21,20.62,107000000
2021-11-24 22:27:52.219,16,15.32,107000000
2021-11-24 22:27:53.303,16,15.2,107000000
2021-11-24 22:27:54.622,16,15.08,107000000
2021-11-24 22:27:55.701,19,18.92,107000000
2021-11-24 22:27:57.019,28,27.79,107000000
2021-11-24 22:27:58.079,15,14.99,107000000
2021-11-24 22:27:59.381,19,18.86,107000000
2021-11-24 22:28:00.461,24,23.18,107000000
2021-11-24 22:28:02.498,26,25.28,107000000
2021-11-24 22:28:03.578,15,14.79,107000000
2021-11-24 22:28:04.721,36,35.08,107000000
2021-11-24 22:28:05.819,15,14.73,107000000
2021-11-24 22:28:07.139,24,23.81,107000000
2021-11-24 22:28:08.542,20,19.45,107000000
2021-11-24 22:28:10.619,19,18.96,107000000
2021-11-24 22:28:11.779,48,47.27,107000000
2021-11-24 22:28:12.861,24,23.62,107000000
2021-11-24 22:28:13.939,21,20.96,107000000
2021-11-24 22:28:15.319,24,23.13,107000000
2021-11-24 22:28:16.398,24,23.24,107000000
2021-11-24 22:28:17.479,27,26,107000000
2021-11-24 22:28:18.599,26,25.2,107000000
2021-11-24 22:28:19.921,15,14.79,107000000
2021-11-24 22:28:21.000,15,14.89,107000000
2021-11-24 22:28:22.080,24,23.52,107000000
2021-11-24 22:28:23.239,44,43.74,107000000
2021-11-24 22:28:24.319,16,15.58,107000000
2021-11-24 22:28:25.679,24,23.07,107000000
2021-11-24 22:28:26.841,48,47.81,107000000
2021-11-24 22:28:27.945,15,14.93,107000000
2021-11-24 22:28:29.500,19,18.93,107000000
2021-11-24 22:28:30.581,15,14.93,107000000
2021-11-24 22:28:32.223,16,15.58,107000000
2021-11-24 22:28:33.305,15,14.87,107000000
2021-11-24 22:28:34.679,15,14.84,107000000
2021-11-24 22:28:35.761,20,19.46,107000000
2021-11-24 22:28:36.838,15,14.99,107000000
2021-11-24 22:28:37.919,15,14.84,107000000
2021-11-24 22:28:39.108,24,23.8,107000000
2021-11-24 22:28:40.199,27,26.65,107000000
2021-11-24 22:28:41.281,24,23.15,107000000
2021-11-24 22:28:42.442,44,43.35,107000000
2021-11-24 22:28:43.546,15,14.74,107000000
2021-11-24 22:28:44.861,28,27.29,107000000
2021-11-24 22:28:45.941,23,22.84,107000000
2021-11-24 22:28:47.019,19,18.79,107000000
2021-11-24 22:28:48.222,16,15.07,107000000
2021-11-24 22:28:49.298,16,15.96,107000000
2021-11-24 22:28:50.463,43,42.87,107000000
2021-11-24 22:28:51.779,24,23.5,107000000
2021-11-24 22:28:52.859,20,19.79,107000000
2021-11-24 22:28:54.419,25,24.64,107000000
2021-11-24 22:28:55.499,20,19.06,107000000
2021-11-24 22:28:57.006,24,23.03,107000000
2021-11-24 22:28:58.080,24,23.13,107000000
2021-11-24 22:28:59.159,17,16.11,107000000
2021-11-24 22:29:00.239,24,23.03,107000000
2021-11-24 22:29:01.319,16,15.3,107000000
2021-11-24 22:29:02.643,15,14.8,107000000
2021-11-24 22:29:03.738,21,20.55,107000000
2021-11-24 22:29:05.107,16,15.3,107000000
2021-11-24 22:29:06.199,23,22.91,107000000
2021-11-24 22:29:07.283,15,14.82,107000000
2021-11-24 22:29:08.364,16,15.37,107000000
2021-11-24 22:29:09.702,16,15.17,107000000
2021-11-24 22:29:10.899,41,40.51,107000000
2021-11-24 22:29:12.461,19,18.97,107000000
2021-11-24 22:29:13.566,36,35.54,107000000
2021-11-24 22:29:14.639,21,20.28,107000000
2021-11-24 22:29:15.718,20,19.09,107000000
2021-11-24 22:29:16.800,19,18.91,107000000
2021-11-24 22:29:18.419,20,19.93,107000000
2021-11-24 22:29:19.504,15,14.9,107000000
2021-11-24 22:29:20.661,44,43.33,107000000
2021-11-24 22:29:21.821,48,47.46,107000000
2021-11-24 22:29:22.939,24,23.4,107000000
2021-11-24 22:29:24.021,15,14.96,107000000
2021-11-24 22:29:25.118,28,27.12,107000000
2021-11-24 22:29:26.299,51,50.41,107000000
2021-11-24 22:29:27.402,15,14.88,107000000
2021-11-24 22:29:28.498,16,15.87,107000000
2021-11-24 22:29:29.881,28,27.38,107000000
2021-11-24 22:29:30.959,17,16.44,107000000
2021-11-24 22:29:32.042,16,15.15,107000000
2021-11-24 22:29:33.125,16,15.14,107000000
2021-11-24 22:29:34.282,40,39.19,107000000
2021-11-24 22:29:35.818,24,23.27,107000000
2021-11-24 22:29:36.881,15,14.87,107000000
2021-11-24 22:29:37.965,15,14.9,107000000
2021-11-24 22:29:39.059,25,24.61,107000000
2021-11-24 22:29:40.143,16,15.61,107000000
2021-11-24 22:29:41.246,33,32.82,107000000
2021-11-24 22:29:42.580,24,23.11,107000000
2021-11-24 22:29:43.918,25,24.12,107000000
2021-11-24 22:29:44.998,16,15.43,107000000
2021-11-24 22:29:46.080,20,19.35,107000000
2021-11-24 22:29:47.179,24,23.5,107000000
2021-11-24 22:29:48.499,20,19.44,107000000
2021-11-24 22:29:49.859,25,24.43,107000000
2021-11-24 22:29:52.003,16,15.13,107000000
2021-11-24 22:29:53.099,25,24.57,107000000
2021-11-24 22:29:54.279,55,54.74,107000000
2021-11-24 22:29:55.420,45,44.41,107000000
2021-11-24 22:29:56.503,16,15.05,107000000
2021-11-24 22:29:57.579,16,15.57,107000000
2021-11-24 22:29:58.681,28,27.94,107000000
2021-11-24 22:30:00.099,28,27.1,107000000
2021-11-24 22:30:01.459,20,19.95,107000000
2021-11-24 22:30:02.561,24,23.12,107000000
2021-11-24 22:30:03.658,28,27.71,107000000
2021-11-24 22:30:04.739,25,24.59,107000000
2021-11-24 22:30:05.819,23,22.9,107000000
2021-11-24 22:30:07.140,15,14.89,107000000
2021-11-24 22:30:08.220,16,15.64,107000000
2021-11-24 22:30:09.298,20,19.34,107000000
