@timestamp,@billedDuration,@duration,@initDuration,total,176.469,195.0075
32:14.1,4,3.42,164.02,168.02,,
43:04.9,11,10.75,159.16,170.16,,
53:57.5,13,12.61,175.47,188.47,,
04:43.9,4,3.69,180.62,184.62,,
15:31.5,14,13.07,181.72,195.72,,
26:16.4,11,10.88,167.62,178.62,,
37:06.1,13,12.44,173.67,186.67,,
47:54.5,9,8.46,157.88,166.88,,
58:44.6,14,13.41,156.96,170.96,,
09:35.8,18,17.84,176.39,194.39,,
20:28.2,17,16.43,173.17,190.17,,
31:20.0,12,11.72,182.97,194.97,,
42:09.0,14,13.28,161.45,175.45,,
52:58.0,3,2.84,149.21,152.21,,
03:46.8,4,3.38,159.6,163.6,,
14:35.1,20,19.14,159.69,179.69,,
25:23.8,4,3.2,160.22,164.22,,
36:13.1,7,6.26,172.62,179.62,,
47:02.9,4,3.19,156.24,160.24,,
57:53.5,4,3.1,160.7,164.7,,
