@timestamp,@billedDuration,@duration,@initDuration,total,180.517,221.3435
43:06.2,5,4.03,231.42,236.42,,
53:58.8,4,3.81,182.5,186.5,,
04:45.2,4,3.69,181.85,185.85,,
15:32.6,4,3.41,162.84,166.84,,
26:17.7,4,3.26,164.34,168.34,,
37:07.6,4,3.31,173.3,177.3,,
47:55.8,4,3.76,185.77,189.77,,
58:45.7,4,3.22,157.81,161.81,,
09:36.9,4,3.59,162.47,166.47,,
20:29.2,4,3.17,156.37,160.37,,
31:21.1,4,3.78,213.52,217.52,,
42:10.0,4,3.16,162.45,166.45,,
52:59.1,13,12.89,207.55,220.55,,
03:47.8,4,3.38,164.91,168.91,,
14:36.0,4,3.65,167.25,171.25,,
25:24.8,4,3.74,210.05,214.05,,
36:14.4,4,3.22,166.18,170.18,,
47:04.3,3,2.9,152.23,155.23,,
57:54.6,4,3.38,160.77,164.77,,
08:42.9,4,3.19,157.76,161.76,,
