@timestamp,@billedDuration,@duration,@initDuration,,,
09:32.6,489,51.04,437.73,,,
21:08.5,511,53.51,456.72,,,
32:45.7,485,52.96,431.46,,,
44:20.1,477,50.58,425.43,,,
55:55.0,492,59.04,432.74,,,
07:31.7,536,68.46,466.72,,,
19:06.7,508,51.73,456.27,,,
30:42.5,485,52.06,432.85,,,
42:17.7,478,49.6,427.64,,491.1,512.25
53:52.4,476,49.71,426.06,,,
05:27.2,488,51.04,436.46,,,
17:03.6,501,57.67,442.96,,,
28:39.1,488,50.19,437.44,,,
40:12.3,487,52.77,433.92,,,
51:45.5,477,47.8,428.9,,,
03:19.1,500,58.49,441.21,,,
14:54.4,484,52.46,431.34,,,
26:28.8,479,47.58,431.05,,,
38:03.7,488,48.78,438.86,,,
49:37.6,493,57.41,434.84,,,
