@timestamp,@billedDuration,@duration,@initDuration,,,
56:59.2,444,32.19,411.3,,,
08:34.6,476,32.18,443.15,,,
20:09.9,474,35.99,437.45,,,
31:46.5,462,39.57,421.68,,,
43:20.6,483,42.24,440.1,,,
54:52.5,439,32.74,405.67,,469.75,489.15
06:24.7,489,43.06,445.15,,,
18:02.3,482,48.39,432.76,,,
29:36.7,475,42.96,431.53,,,
41:10.0,469,49.48,418.59,,,
52:43.3,463,33.1,429.2,,,
04:16.5,464,33.65,429.66,,,
15:51.8,451,32.46,417.82,,,
27:28.5,472,42.91,428.43,,,
39:03.0,483,45.15,437.75,,,
50:37.1,475,37.59,437.09,,,
02:10.8,463,33,429.89,,,
13:45.4,468,40.67,426.95,,,
25:21.5,492,45.29,446.47,,,
36:52.5,471,39.82,430.32,,,
