@timestamp,@billedDuration,@duration,@initDuration,,,
09:57.4,5495,3627.05,1867.32,,,
21:32.4,4049,3590.2,458.3,,,
33:08.5,3917,3465.76,450.25,,,
44:42.8,3777,3337.29,439.17,,,
56:17.7,3972,3492.71,478.41,,,
07:54.9,3942,3488.52,453.47,,4017.1,4203.95
19:29.3,3809,3404.98,403.99,,,
31:06.0,4136,3510.03,625.94,,,
42:41.2,3885,3443.55,441.29,,,
54:15.7,3885,3439.4,445,,,
05:50.4,3988,3561.56,426.42,,,
17:27.3,3879,3426.07,452.43,,,
29:01.7,3884,3448.83,435.02,,,
40:36.4,3914,3463.31,450.68,,,
52:08.0,3928,3490.66,436.72,,,
03:41.6,4080,3603.52,476.44,,,
15:19.5,3983,3513.02,469.3,,,
26:52.0,3868,3454.09,413.25,,,
38:26.9,4005,3513.04,491.45,,,
50:01.0,3946,3470.1,475.17,,,
