@timestamp,@billedDuration,@duration,@initDuration,,,
09:30.3,516,92.28,422.95,,,
21:07.7,549,97.9,450.34,,,
32:44.0,540,86.41,453.31,,,
44:18.6,524,87.85,435.31,,,
55:52.7,524,86.84,436.97,,,
07:30.2,509,86.67,421.82,,,
19:05.0,505,86.59,417.72,,520.55,549
30:41.6,508,74.03,433.4,,,
42:16.5,548,105.73,441.62,,,
53:51.3,536,97.33,438.37,,,
05:26.1,520,89.51,429.58,,,
17:01.7,499,71.62,426.64,,,
28:37.2,516,87.8,427.32,,,
40:10.5,531,85.96,444.55,,,
51:44.4,508,85.85,421.71,,,
03:17.2,549,100.93,447.09,,,
14:53.5,502,69.85,432.06,,,
26:26.9,515,94.98,419.66,,,
38:02.2,510,85.3,423.88,,,
49:36.3,502,76.9,424.4,,,
