@timestamp,@billedDuration,@duration,@initDuration,,,,
10:00.8,3011,2568.77,441.73,,,,
21:36.0,3220,2613.14,606.23,,,,
33:12.0,3066,2620.15,445.57,,,,
44:46.3,3091,2611.54,479.12,,,,
56:21.1,3025,2591.89,432.89,,,,
07:58.4,3113,2594.81,518.15,,,,
19:32.8,3053,2609.08,443.05,,,,
31:09.5,3082,2593.9,487.41,,,,
42:44.8,3083,2593.88,488.24,,,,
54:19.1,3051,2600.02,450.47,,,,
05:53.9,3067,2632.83,433.67,,,3064.6,3125
17:30.8,3120,2653.4,465.83,,,,
29:05.1,3080,2603.5,476.44,,,,
40:39.7,3045,2597.42,447.18,,,,
52:11.4,3004,2546.03,457.87,,,,
03:45.1,3103,2634.53,467.6,,,,
15:23.2,3085,2601.77,482.56,,,,
26:55.4,3000,2578.46,421.5,,,,
38:30.3,2972,2531.4,440.45,,,,
50:04.4,3021,2616.43,404.21,,,,
