@timestamp,@billedDuration,@duration,@initDuration,,,,
09:51.4,5735,5225.16,509.15,,,,
21:27.9,5836,5323.09,512.16,,,5722.7,5841.7
33:04.2,5652,5230.17,421.69,,,,
44:38.7,5713,5192.21,520.43,,,,
56:13.4,5788,5289.66,497.74,,,,
07:50.6,5724,5291.06,432.03,,,,
19:25.2,5704,5249.81,453.76,,,,
31:01.5,5733,5286.55,446,,,,
42:36.9,5611,5174.32,436.57,,,,
54:11.5,5705,5265.81,438.58,,,,
05:46.1,5741,5309.16,430.96,,,,
17:23.1,5767,5337.07,429.92,,,,
28:57.3,5580,5162.59,417.35,,,,
40:32.1,5782,5280.89,500.31,,,,
52:03.7,5602,5167.15,433.87,,,,
03:37.1,5950,5266.11,683.81,,,,
15:15.0,5759,5249.77,509.16,,,,
26:47.7,5789,5312.7,475.74,,,,
38:22.5,5567,5167.09,399.29,,,,
49:56.7,5716,5275.25,440.06,,,,
