@timestamp,@billedDuration,@duration,@initDuration,total,234.522,249.9975
23:52.4,118,117.1,112.61,230.61,,
34:02.9,137,136.22,113.52,250.52,,
44:14.8,126,125.11,118.11,244.11,,
54:24.2,117,116.97,108.66,225.66,,
04:33.2,121,120.85,111.6,232.6,,
14:43.9,110,109.03,112.56,222.56,,
24:53.8,122,121.05,112.07,234.07,,
35:03.4,129,128.76,114.23,243.23,,
45:13.5,137,136.48,112.97,249.97,,
55:23.5,122,121.11,113.46,235.46,,
05:33.6,130,129.09,112.83,242.83,,
15:42.9,128,127.26,110.34,238.34,,
25:53.0,109,108.97,114.74,223.74,,
36:01.9,122,121.34,111.24,233.24,,
46:13.8,132,131.93,117.62,249.62,,
56:23.0,121,120.77,109.26,230.26,,
06:32.9,117,116.97,106.38,223.38,,
16:42.2,110,109.2,110.46,220.46,,
26:52.1,113,112.78,106.83,219.83,,
37:01.4,126,125.31,113.95,239.95,,
