@timestamp,@billedDuration,@duration,@initDuration,,,
33:58.6,361,139.03,221.58,,,
44:10.1,302,120.98,180.56,,,
54:19.9,294,112.99,180.03,,299.5,310.65
04:29.3,290,116.82,172.6,,,
14:39.4,296,117.12,178.71,,,
24:50.0,306,116.98,188.58,,,
34:59.5,290,121.03,168.38,,,
45:09.8,304,124.86,178.57,,,
55:19.4,304,129.07,174.82,,,
05:29.0,285,113.26,171.13,,,
15:38.2,291,116.96,173.31,,,
25:48.3,289,121.12,167.07,,,
35:58.4,296,113.06,182.8,,,
46:08.9,308,130.78,177.01,,,
56:19.1,282,117.01,164.65,,,
06:28.2,303,129.07,173.1,,,
16:38.7,304,124.88,179.12,,,
26:48.1,298,125.05,172.15,,,
36:58.0,304,124.73,178.38,,,
47:08.2,283,112.88,169.84,,,
