@timestamp,@billedDuration,@duration,@initDuration,,,
11:54.1,1287,183.84,1102.87,,,
22:41.1,1368,207.68,1159.44,,,
33:12.9,1277,183.66,1093.06,,,
43:45.5,1297,188.18,1108.4,,,
54:17.9,1285,184.36,1099.93,,,
04:48.2,1336,192.69,1142.89,,,
15:21.7,1331,193.72,1137.06,,,
25:53.9,1366,194.33,1171.23,,,
36:27.7,1288,189.55,1097.59,,,
47:02.3,1321,189.53,1130.8,,1332.8,1407.05
57:34.1,1316,186.35,1128.66,,,
08:06.5,1280,180.52,1098.55,,,
18:38.0,1322,188.53,1133.42,,,
29:08.6,1395,174.22,1220.48,,,
39:41.9,1307,192.09,1114.19,,,
50:14.2,1399,202.68,1196,,,
00:47.4,1311,179.71,1130.46,,,
11:23.3,1292,183.39,1107.97,,,
21:57.0,1560,174.89,1384.25,,,
32:35.2,1318,199.2,1118.46,,,
