@timestamp,@billedDuration,@duration,@initDuration,,,
11:48.3,1349,156.94,1192.06,,,
33:08.5,1233,143.46,1089.45,,,
43:40.7,1241,148.41,1092.42,,,
54:12.8,1322,158.62,1162.49,,,
15:16.6,1380,167.67,1212.01,,,
36:22.6,1304,170.3,1133.62,,,
46:56.8,1226,143.79,1081.56,,1329.052632,1609.3
08:01.7,1605,136.81,1468.16,,,
18:31.9,1288,162.79,1124.82,,,
39:36.9,1237,148.08,1088.1,,,
50:09.6,1244,147.01,1096.56,,,
11:17.3,1648,256.6,1391.17,,,
21:52.8,1295,147.63,1147.07,,,
32:30.2,1374,162.3,1210.97,,,
43:04.8,1345,155.72,1188.75,,,
53:36.6,1270,155.6,1113.97,,,
04:06.8,1257,149.35,1107.38,,,
14:37.8,1293,151.21,1140.95,,,
46:17.4,1341,165.25,1174.75,,,
