@timestamp,@billedDuration,@duration,@initDuration,total,1631.629,1684.811
21:23.0,1190,1189.94,437.14,1627.14,,
31:53.9,1208,1207.23,442.51,1650.51,,
42:25.3,1160,1159.77,432.25,1592.25,,
52:55.8,1193,1192.78,447.97,1640.97,,
03:26.6,1198,1197.27,449.15,1647.15,,
13:57.9,1209,1208.67,455.96,1664.96,,
24:28.0,1173,1172.63,443.28,1616.28,,
34:59.5,1219,1218.07,452.26,1671.26,,
45:31.3,1159,1158.14,431.07,1590.07,,
56:00.4,1190,1189.16,447.14,1637.14,,
06:33.3,1206,1205.29,454.55,1660.55,,
17:06.5,1149,1148.72,436.26,1585.26,,
27:39.3,1164,1163.4,444.44,1608.44,,
38:09.9,1185,1184.15,440.12,1625.12,,
48:39.7,1227,1226.44,457.66,1684.66,,
59:11.3,1168,1167.92,435.82,1603.82,,
09:41.4,1222,1221.5,465.68,1687.68,,
20:10.9,1183,1182.05,445.98,1628.98,,
30:41.8,1170,1169.29,433.49,1603.49,,
41:11.9,1168,1167.52,438.85,1606.85,,
