@timestamp,@billedDuration,@duration,@initDuration,total,2704.2675,2794.0855
18:25.8,2221,2220.92,436.43,2657.43,,
29:01.6,2260,2259.12,443.88,2703.88,,
39:41.8,2265,2264.84,440.56,2705.56,,
50:20.4,2343,2342.01,451.02,2794.02,,
01:01.1,2315,2314.89,446.97,2761.97,,
11:39.9,2321,2320.01,461.1,2782.1,,
22:17.5,2245,2244.36,436.99,2681.99,,
33:01.0,2265,2264.71,442.24,2707.24,,
43:37.8,2333,2332.67,462.33,2795.33,,
54:15.8,2216,2215.53,433.93,2649.93,,
04:57.7,2293,2292.11,438.64,2731.64,,
15:37.0,2281,2280.76,452.15,2733.15,,
26:17.0,2274,2273.44,441.49,2715.49,,
36:52.7,2206,2206,433.27,2639.27,,
47:31.8,2158,2157.85,421.18,2579.18,,
58:09.1,2299,2298.45,440.48,2739.48,,
08:44.1,2273,2272.97,440.52,2713.52,,
19:20.7,2243,2242.14,439.4,2682.4,,
29:59.5,2235,2234.05,434.99,2669.99,,
40:37.4,2213,2212.48,428.78,2641.78,,
