@timestamp,@billedDuration,@duration,@initDuration,,,
11:50.4,1285,164.51,1120.39,,,
22:38.3,1422,164.89,1256.91,,,
33:09.8,1274,152.27,1121.01,,,
43:42.0,1277,160.61,1115.47,,,
54:14.8,1268,157.84,1109.59,,,
04:44.9,1273,162.48,1110.45,,,
15:18.1,1322,171.1,1150.26,,,
25:50.5,1270,162.02,1107.22,,1295.25,1339.35
36:24.2,1281,159.83,1120.85,,,
46:58.9,1291,165.37,1125.07,,,
57:30.1,1266,159.99,1105.43,,,
08:03.2,1333,169.91,1162.75,,,
18:34.4,1315,164.01,1150.4,,,
29:04.6,1321,166.89,1153.73,,,
39:38.8,1245,157.29,1086.86,,,
50:10.8,1255,154.03,1100.1,,,
00:43.4,1325,164.1,1160.5,,,
11:19.2,1272,157.9,1113.83,,,
21:54.5,1275,172.78,1101.9,,,
32:31.7,1335,164.17,1169.99,,,
