@timestamp,@billedDuration,@duration,@initDuration,,,
11:52.4,1291,174.1,1116.02,,,
22:39.3,1326,176.39,1149.51,,,
33:11.5,1356,197.86,1157.16,,,
43:43.9,1316,179.88,1135.78,,,
54:17.0,1382,200.97,1180.6,,,
04:45.7,1336,171.85,1163.62,,,
15:20.1,1248,167.53,1080.12,,,
25:52.4,1324,175.12,1148.73,,1332.45,1396.1
36:25.8,1379,196.95,1181.81,,,
47:00.8,1388,176.25,1211.41,,,
57:31.5,1304,179.12,1124.55,,,
08:05.0,1277,171.24,1104.78,,,
18:35.6,1314,182.68,1131.12,,,
29:06.1,1309,170.43,1138.16,,,
39:40.7,1312,161.42,1150.01,,,
50:12.9,1345,187.54,1157.26,,,
00:45.2,1332,177.67,1154.31,,,
11:20.9,1550,160.27,1389.28,,,
21:55.9,1285,177.3,1107.25,,,
32:33.9,1275,160.4,1114.23,,,
