@timestamp,@billedDuration,@duration,@initDuration,total,2175.2925,2235.64
18:13.8,1695,1695,429.19,2124.19,,
28:50.7,1748,1747.02,450.43,2198.43,,
39:28.8,1745,1744.63,442.74,2187.74,,
50:09.4,1773,1772.54,444.4,2217.4,,
00:49.6,1745,1744.5,452.87,2197.87,,
11:28.6,1701,1700.36,442.41,2143.41,,
22:04.0,1685,1684.93,434.01,2119.01,,
32:46.6,1725,1724.05,435.72,2160.72,,
43:26.4,1779,1778.83,460.06,2239.06,,
54:03.4,1711,1710.69,440.18,2151.18,,
04:45.7,1760,1759.41,448.18,2208.18,,
15:24.4,1743,1742.75,462.46,2205.46,,
26:04.1,1783,1782.87,452.46,2235.46,,
36:42.7,1695,1694.97,425.88,2120.88,,
47:19.0,1775,1774.2,444.69,2219.69,,
57:57.5,1712,1711.69,443.64,2155.64,,
08:32.0,1680,1679.06,432.92,2112.92,,
19:08.3,1707,1706.63,448.89,2155.89,,
29:47.2,1691,1690.28,437.43,2128.43,,
40:23.1,1782,1781.02,442.29,2224.29,,
