@timestamp,@billedDuration,@duration,@initDuration,total,1758.0775,1815.164
21:17.5,1308,1307.43,441.04,1749.04,,
31:47.7,1345,1344.04,444.65,1789.65,,
42:19.9,1358,1357.81,456.37,1814.37,,
52:50.7,1345,1344.92,450.88,1795.88,,
03:20.9,1327,1326.85,441.47,1768.47,,
13:52.3,1368,1367.15,462.25,1830.25,,
24:22.5,1321,1320.4,455.85,1776.85,,
34:53.5,1314,1313.84,441.03,1755.03,,
45:25.9,1322,1321.14,455.36,1777.36,,
55:55.9,1299,1298.79,448.86,1747.86,,
06:27.4,1331,1330.07,456,1787,,
16:59.2,1246,1245.5,421.8,1667.8,,
27:34.4,1289,1288.53,436.35,1725.35,,
38:04.7,1296,1295.42,428.4,1724.4,,
48:34.3,1289,1288.58,440.25,1729.25,,
59:06.2,1294,1293.83,440.12,1734.12,,
09:35.5,1305,1304.85,441.81,1746.81,,
20:05.4,1294,1293.69,433.59,1727.59,,
30:36.0,1312,1311.2,443.94,1755.94,,
41:07.0,1316,1315.74,442.53,1758.53,,
