@timestamp,@billedDuration,@duration,@initDuration,,,
21:40.0,1268,133.41,1134.48,,,
32:11.4,1246,124.16,1121.06,,,
42:43.1,1353,143.05,1209.88,,,
53:12.7,1248,119.5,1128.09,,,
03:43.0,1234,123.08,1110.24,,,
14:14.9,1255,122.68,1131.5,,1281.45,1361.35
24:45.5,1236,126.58,1108.57,,,
35:17.3,1339,128.2,1210.16,,,
45:47.9,1201,121.64,1078.98,,,
56:17.7,1276,139.95,1135.84,,,
06:51.0,1342,135.23,1206.25,,,
17:25.8,1319,118.65,1199.86,,,
27:56.7,1520,123.54,1395.97,,,
38:26.3,1238,120.96,1116.44,,,
48:57.8,1246,118.08,1126.98,,,
59:27.2,1231,122.04,1108.36,,,
09:57.2,1226,121.58,1104.38,,,
20:29.0,1292,127.91,1163.4,,,
30:58.9,1262,130.24,1131.13,,,
41:29.3,1297,133,1163.18,,,
