Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_image/,6194,0,92,214.28489769712468,59.27887500001816,62459.59949999997,17.0,0.818060029445592,0.0,92,150,300,330,430,590,850,1100,3900,62000,62000
,Aggregated,6194,0,92,214.28489769712468,59.27887500001816,62459.59949999997,17.0,0.818060029445592,0.0,92,150,300,330,430,590,850,1100,3900,62000,62000
