@timestamp,@billedDuration,@duration,@initDuration,total,2046.787,2297.1005
11:07.6,20,19.38,1975.09,1995.09,,
22:33.5,15,14.07,2021.03,2036.03,,
33:58.7,10,9.1,2049.24,2059.24,,
45:18.2,21,20.19,1988.32,2009.32,,
56:38.2,8,7.64,2006.39,2014.39,,
08:00.2,18,17.33,2005.1,2023.1,,
19:18.8,17,16.28,1922.17,1939.17,,
30:36.0,13,13,2410.08,2423.08,,
41:57.9,7,6.87,2055.46,2062.46,,
53:15.7,8,7.93,2092.38,2100.38,,
04:35.9,12,11.27,2011.25,2023.25,,
15:55.9,12,11.28,1958.97,1970.97,,
27:16.6,7,6.77,1991.48,1998.48,,
38:38.4,7,6.45,1992.14,1999.14,,
49:58.2,6,5.51,1680.04,1686.04,,
01:16.8,14,13.59,2276.47,2290.47,,
12:38.1,9,8.18,1990.34,1999.34,,
23:57.3,20,19.92,2071.45,2091.45,,
35:15.6,20,19.31,2039.01,2059.01,,
46:30.9,19,18.33,2136.33,2155.33,,
