@timestamp,@billedDuration,@duration,@initDuration,total,2071.484,2200.9765
33:53.6,19,18.48,2052.22,2071.22,,
45:13.6,15,14.62,1976.55,1991.55,,
56:33.4,9,8.51,2014.92,2023.92,,
07:55.9,26,25.39,2172.49,2198.49,,
19:14.1,8,7.28,2060.26,2068.26,,
30:29.9,21,20.51,2227.22,2248.22,,
41:52.3,15,14.13,2013.34,2028.34,,
53:10.5,8,7.51,2075.49,2083.49,,
04:30.3,17,16.02,2059.01,2076.01,,
15:50.6,20,19.57,1955.39,1975.39,,
27:11.9,9,8.5,2013.28,2022.28,,
38:31.7,17,16.49,1937.38,1954.38,,
49:53.4,8,7.54,2089.94,2097.94,,
01:11.8,13,12.74,2155.03,2168.03,,
12:32.7,23,22.02,2024.66,2047.66,,
23:51.9,22,21.07,2132.06,2154.06,,
35:11.2,19,18.82,1984.88,2003.88,,
46:25.3,18,17.41,2076.7,2094.7,,
57:47.9,8,7.98,2035.09,2043.09,,
09:07.1,17,16.64,2061.77,2078.77,,
