Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250_second/,665,0,100.0,162.40097687669032,81.2892910000187,3595.6620000000044,17.0,0.8559476528315122,0.0,100,120,150,170,260,390,600,1200,3600,3600,3600
,Aggregated,665,0,100.0,162.40097687669032,81.2892910000187,3595.6620000000044,17.0,0.8559476528315122,0.0,100,120,150,170,260,390,600,1200,3600,3600,3600
