@timestamp,@duration,@initDuration
2022-01-18 01:29:02.874,7.62,
2022-01-18 01:29:08.286,1.8,
2022-01-18 01:29:12.233,4.9,
2022-01-18 01:29:16.452,1.88,
2022-01-18 01:29:20.734,1.44,
2022-01-18 01:29:24.906,2.11,
2022-01-18 01:29:30.053,2.45,
2022-01-18 01:29:33.226,1.91,
2022-01-18 01:29:38.319,1.89,
2022-01-18 01:29:43.562,1.41,
2022-01-18 01:29:48.249,1.58,
2022-01-18 01:29:54.750,1.92,
2022-01-18 01:30:00.112,1.51,
2022-01-18 01:30:04.855,2.3,
2022-01-18 01:30:08.374,1.78,
2022-01-18 01:30:12.749,1.66,
2022-01-18 01:30:17.916,1.89,
2022-01-18 01:30:20.987,2.76,
2022-01-18 01:30:24.595,1.56,
2022-01-18 01:30:29.774,2.64,
2022-01-18 01:30:36.267,1.87,
2022-01-18 01:30:40.402,1.54,
2022-01-18 01:30:44.796,2.05,
2022-01-18 01:30:51.603,1.5,
2022-01-18 01:30:56.816,1.81,
2022-01-18 01:31:01.189,1.8,
2022-01-18 01:31:04.604,1.93,
2022-01-18 01:31:09.867,2.24,
2022-01-18 01:31:16.526,1.73,
2022-01-18 01:31:21.235,2,
2022-01-18 01:31:25.906,1.46,
2022-01-18 01:31:29.510,1.75,
2022-01-18 01:31:34.208,1.9,
2022-01-18 01:31:39.281,1.98,
2022-01-18 01:31:42.769,1.54,
2022-01-18 01:31:50.606,1.73,
2022-01-18 01:31:56.437,1.5,
2022-01-18 01:32:00.658,1.81,
2022-01-18 01:32:07.572,1.84,
2022-01-18 01:32:12.333,1.87,
2022-01-18 01:32:19.834,1.53,
2022-01-18 01:32:24.770,1.74,
2022-01-18 01:32:31.598,1.56,
2022-01-18 01:32:35.690,1.91,
2022-01-18 01:32:39.800,1.79,
2022-01-18 01:32:43.446,1.84,
2022-01-18 01:32:47.611,1.48,
2022-01-18 01:32:53.274,1.89,
2022-01-18 01:32:58.606,1.35,
2022-01-18 01:33:04.026,2.08,
2022-01-18 01:33:10.997,1.84,
2022-01-18 01:33:15.657,2.08,
2022-01-18 01:33:20.282,1.34,
2022-01-18 01:33:26.051,1.82,
2022-01-18 01:33:29.572,1.46,
2022-01-18 01:33:33.968,1.82,
2022-01-18 01:33:40.005,1.85,
2022-01-18 01:33:43.700,1.71,
2022-01-18 01:33:48.851,1.43,
2022-01-18 01:33:52.966,1.79,
2022-01-18 01:33:56.389,1.48,
2022-01-18 01:34:01.107,1.8,
2022-01-18 01:34:07.086,1.94,
2022-01-18 01:34:13.907,1.78,
2022-01-18 01:34:18.850,1.48,
2022-01-18 01:34:23.167,1.7,
2022-01-18 01:34:27.011,1.51,
2022-01-18 01:34:30.403,1.8,
2022-01-18 01:34:38.510,1.9,
2022-01-18 01:34:44.157,1.52,
2022-01-18 01:34:48.129,1.66,
2022-01-18 01:34:54.039,1.58,
2022-01-18 01:34:58.453,1.9,
2022-01-18 01:35:03.155,1.49,
2022-01-18 01:35:08.015,11.34,
2022-01-18 01:35:13.425,1.51,
2022-01-18 01:35:19.886,1.85,
2022-01-18 01:35:24.017,1.45,
2022-01-18 01:35:28.979,2.04,
2022-01-18 01:35:32.531,1.52,
2022-01-18 01:35:37.180,1.79,
2022-01-18 01:35:40.790,1.84,
2022-01-18 01:35:45.888,1.41,
2022-01-18 01:35:51.112,1.74,
2022-01-18 01:35:55.476,1.47,
2022-01-18 01:36:00.743,1.79,
2022-01-18 01:36:07.390,1.94,
2022-01-18 01:36:11.678,1.81,
2022-01-18 01:36:17.516,1.51,
2022-01-18 01:36:22.702,1.93,
2022-01-18 01:36:26.602,1.4,
2022-01-18 01:36:29.870,1.78,
2022-01-18 01:36:34.046,1.48,
2022-01-18 01:36:38.496,1.9,
2022-01-18 01:36:45.634,1.52,
2022-01-18 01:36:49.847,1.39,
2022-01-18 01:36:53.653,1.78,
2022-01-18 01:36:57.036,1.52,
2022-01-18 01:37:01.248,2.1,
2022-01-18 01:37:05.106,1.97,
2022-01-18 01:37:10.468,1.56,
2022-01-18 01:37:16.997,1.45,
2022-01-18 01:37:24.321,1.85,
2022-01-18 01:37:28.465,1.52,
2022-01-18 01:37:34.406,1.98,
2022-01-18 01:37:38.743,1.51,
2022-01-18 01:37:42.838,1.83,
2022-01-18 01:37:47.690,1.5,
2022-01-18 01:37:51.607,1.92,
2022-01-18 01:37:56.447,1.42,
2022-01-18 01:38:02.123,2.16,
2022-01-18 01:38:08.455,1.52,
2022-01-18 01:38:12.657,1.8,
2022-01-18 01:38:17.122,1.43,
2022-01-18 01:38:22.803,2.04,
2022-01-18 01:38:27.202,1.45,
2022-01-18 01:38:32.036,2.23,
2022-01-18 01:38:37.366,1.46,
2022-01-18 01:38:40.626,2.04,
2022-01-18 01:38:43.928,1.49,
2022-01-18 01:38:48.479,1.44,
2022-01-18 01:38:52.646,1.4,
2022-01-18 01:38:56.496,2.27,
2022-01-18 01:39:02.579,1.56,
2022-01-18 01:39:05.569,1.62,
2022-01-18 01:39:10.764,1.53,
2022-01-18 01:39:15.223,1.68,
2022-01-18 01:39:20.079,1.62,
2022-01-18 01:39:26.436,2.18,
2022-01-18 01:39:30.701,1.53,
2022-01-18 01:39:34.431,1.91,
2022-01-18 01:39:40.428,1.67,
2022-01-18 01:39:45.616,1.73,
2022-01-18 01:39:52.416,2.04,
2022-01-18 01:39:56.707,1.95,
2022-01-18 01:40:06.809,1.78,
2022-01-18 01:40:11.353,1.6,
2022-01-18 01:40:17.168,2.06,
2022-01-18 01:40:23.110,1.43,
2022-01-18 01:40:28.236,1.59,
2022-01-18 01:40:31.627,1.7,
2022-01-18 01:40:37.084,1.62,
2022-01-18 01:40:42.393,1.44,
2022-01-18 01:40:46.945,1.98,
2022-01-18 01:40:51.658,1.82,
2022-01-18 01:40:56.272,1.62,
2022-01-18 01:41:02.244,1.91,
2022-01-18 01:41:07.447,1.98,
2022-01-18 01:41:11.530,1.5,
2022-01-18 01:41:16.254,2.03,
2022-01-18 01:41:21.089,1.55,
2022-01-18 01:41:24.436,1.41,
2022-01-18 01:41:29.818,1.77,
2022-01-18 01:41:33.583,1.46,
2022-01-18 01:41:38.545,1.99,
2022-01-18 01:41:43.153,1.42,
2022-01-18 01:41:51.195,1.98,
2022-01-18 01:41:55.530,1.5,
2022-01-18 01:42:00.757,2.93,
2022-01-18 01:42:06.922,1.54,
2022-01-18 01:42:13.890,1.71,
2022-01-18 01:42:19.130,1.46,
2022-01-18 01:42:26.970,1.88,
2022-01-18 01:42:31.133,1.37,
2022-01-18 01:42:34.958,2.06,
2022-01-18 01:42:38.516,1.47,
2022-01-18 01:42:44.374,1.95,
2022-01-18 01:42:49.803,1.51,
2022-01-18 01:42:54.855,1.78,
2022-01-18 01:42:58.852,1.52,
2022-01-18 01:43:03.832,2.59,
2022-01-18 01:43:07.266,1.98,
2022-01-18 01:43:12.287,1.89,
2022-01-18 01:43:16.798,1.46,
2022-01-18 01:43:24.258,1.85,
2022-01-18 01:43:28.057,1.57,
2022-01-18 01:43:33.119,2.12,
2022-01-18 01:43:38.020,1.41,
2022-01-18 01:43:42.895,1.53,
2022-01-18 01:43:47.242,1.79,
2022-01-18 01:43:53.362,1.51,
2022-01-18 01:43:58.442,1.93,
2022-01-18 01:44:03.222,1.72,
2022-01-18 01:44:06.825,1.68,
2022-01-18 01:44:10.764,1.52,
2022-01-18 01:44:16.724,1.86,
2022-01-18 01:44:22.013,1.51,
2022-01-18 01:44:28.873,1.57,
2022-01-18 01:44:33.988,1.76,
2022-01-18 01:44:40.929,1.83,
2022-01-18 01:44:45.927,1.42,
2022-01-18 01:44:50.593,1.91,
2022-01-18 01:44:56.966,1.51,
2022-01-18 01:45:02.274,2.36,
2022-01-18 01:45:07.030,1.46,
2022-01-18 01:45:11.312,1.77,
2022-01-18 01:45:16.326,1.63,
2022-01-18 01:45:24.428,1.73,
2022-01-18 01:45:29.676,1.58,
2022-01-18 01:45:33.900,1.89,
2022-01-18 01:45:38.910,1.72,
2022-01-18 01:45:43.858,1.98,
