@timestamp,@billedDuration,@duration,@initDuration,total,890.9715,952.021
11:08.6,475,474.18,451.79,926.79,,
22:02.3,444,443.83,459.44,903.44,,
32:56.4,442,441,466.92,908.92,,
43:48.6,497,496.3,445.03,942.03,,
54:40.6,411,410.69,443.39,854.39,,
05:27.7,458,457.68,432.16,890.16,,
16:12.9,454,453.49,440.6,894.6,,
26:58.1,407,406.27,435.81,842.81,,
37:50.9,479,478.65,447.24,926.24,,
48:36.2,419,418.46,467.58,886.58,,
59:26.2,477,476.91,499.93,976.93,,
10:18.5,433,432.68,437.11,870.11,,
21:10.1,460,459.13,490.71,950.71,,
32:00.2,458,457.69,431.71,889.71,,
42:49.9,395,394.88,427.54,822.54,,
53:38.0,458,457.18,428.86,886.86,,
04:26.6,412,411.06,434.96,846.96,,
15:16.0,413,412.6,441.45,854.45,,
26:04.4,449,448.02,418.04,867.04,,
36:54.4,435,434.45,443.16,878.16,,
