@timestamp,@billedDuration,@duration,@initDuration,total,1340.4235,1423.716
38:26.3,950,949.41,432.7,1382.7,,
49:15.5,914,913.1,413.15,1327.15,,
00:06.4,897,896.69,454.55,1351.55,,
11:04.3,899,898.12,427.68,1326.68,,
21:57.9,899,898.03,428.31,1327.31,,
32:52.0,840,839.86,458.11,1298.11,,
43:44.2,975,974.25,479.61,1454.61,,
54:36.7,977,976.98,445.09,1422.09,,
05:23.1,826,825.29,430.09,1256.09,,
16:08.5,819,818.4,439.9,1258.9,,
26:54.0,872,871.88,446.29,1318.29,,
37:46.7,830,829.12,452.74,1282.74,,
48:31.9,935,934.87,423.21,1358.21,,
59:21.9,892,891.59,477.18,1369.18,,
10:14.3,883,882.9,467.13,1350.13,,
21:05.9,921,920.32,435.26,1356.26,,
31:56.1,837,836.78,464.28,1301.28,,
42:45.8,950,949.63,435.9,1385.9,,
53:33.8,979,978.37,427.56,1406.56,,
04:22.7,835,834.61,439.73,1274.73,,
