@timestamp,@billedDuration,@duration,@initDuration,total,976.9325,1016.827
32:54.9,517,516.65,437.27,954.27,,
43:47.3,601,600.08,453.96,1054.96,,
54:39.5,497,496.77,436.69,933.69,,
05:26.4,553,552.65,456.16,1009.16,,
16:11.4,543,542.56,439.3,982.3,,
26:57.0,559,558.69,426.86,985.86,,
37:49.6,496,495.69,466.95,962.95,,
48:35.0,557,556.72,441.33,998.33,,
59:24.7,559,558.15,432.88,991.88,,
10:17.1,517,516.78,436.9,953.9,,
21:08.8,538,537.18,451.95,989.95,,
31:58.9,460,459.54,420.48,880.48,,
42:48.7,561,560.68,427.3,988.3,,
53:36.6,533,532.87,416.42,949.42,,
04:25.5,556,555.1,458.82,1014.82,,
15:14.6,497,496.14,400.99,897.99,,
26:03.2,516,515.84,498.32,1014.32,,
36:53.0,541,540.3,431.7,972.7,,
47:43.6,578,577.14,428.89,1006.89,,
58:32.3,561,560.57,435.48,996.48,,
