@timestamp,@billedDuration,@duration,@maxMemoryUsed
2021-12-01 17:55:25.840,22,21.09,202000000
2021-12-01 17:55:26.962,23,22.28,202000000
2021-12-01 17:55:28.027,15,14.87,202000000
2021-12-01 17:55:29.235,15,14.97,202000000
2021-12-01 17:55:30.320,15,14.77,202000000
2021-12-01 17:55:31.518,15,14.94,202000000
2021-12-01 17:55:32.650,24,23.42,203000000
2021-12-01 17:55:33.798,27,26.06,213000000
2021-12-01 17:55:34.903,16,15.91,214000000
2021-12-01 17:55:35.982,18,17.05,214000000
2021-12-01 17:55:37.069,19,18.15,214000000
2021-12-01 17:55:38.149,15,14.97,214000000
2021-12-01 17:55:39.234,16,15.28,214000000
2021-12-01 17:55:40.320,15,14.64,214000000
2021-12-01 17:55:41.410,16,15.85,214000000
2021-12-01 17:55:42.497,15,14.79,214000000
2021-12-01 17:55:43.585,16,15.03,216000000
2021-12-01 17:55:44.671,15,14.53,216000000
2021-12-01 17:55:45.752,15,14.75,216000000
2021-12-01 17:55:46.834,15,14.79,216000000
2021-12-01 17:55:47.932,16,15.08,216000000
2021-12-01 17:55:49.024,15,14.74,216000000
2021-12-01 17:55:50.108,15,14.93,216000000
2021-12-01 17:55:51.205,17,16.17,216000000
2021-12-01 17:55:52.292,16,15.3,216000000
2021-12-01 17:55:53.374,15,14.56,216000000
2021-12-01 17:55:54.461,16,15.69,216000000
2021-12-01 17:55:55.546,15,14.68,216000000
2021-12-01 17:55:56.631,16,15.01,216000000
2021-12-01 17:55:57.716,16,15.03,216000000
2021-12-01 17:55:58.805,15,14.73,216000000
2021-12-01 17:55:59.892,15,14.82,216000000
2021-12-01 17:56:00.980,16,15.05,216000000
2021-12-01 17:56:02.065,15,14.83,216000000
2021-12-01 17:56:03.150,15,14.46,216000000
2021-12-01 17:56:04.240,15,14.78,216000000
2021-12-01 17:56:05.326,16,15.31,216000000
2021-12-01 17:56:06.409,17,16.46,216000000
2021-12-01 17:56:07.514,15,14.79,216000000
2021-12-01 17:56:08.599,15,14.57,216000000
2021-12-01 17:56:09.682,16,15.21,216000000
2021-12-01 17:56:10.774,16,15.84,216000000
2021-12-01 17:56:11.858,15,14.55,216000000
2021-12-01 17:56:12.943,15,14.56,216000000
2021-12-01 17:56:14.030,16,15.24,216000000
2021-12-01 17:56:15.115,15,14.62,216000000
2021-12-01 17:56:16.270,27,26.93,216000000
2021-12-01 17:56:17.361,15,14.55,216000000
2021-12-01 17:56:18.448,16,15.13,216000000
2021-12-01 17:56:19.540,16,15,216000000
2021-12-01 17:56:20.629,16,15.97,216000000
2021-12-01 17:56:21.715,17,16.26,216000000
2021-12-01 17:56:22.805,15,14.87,216000000
2021-12-01 17:56:23.894,16,15.04,216000000
2021-12-01 17:56:24.969,15,14.46,216000000
2021-12-01 17:56:26.057,15,14.57,216000000
2021-12-01 17:56:27.147,17,16.06,216000000
2021-12-01 17:56:28.228,15,14.81,216000000
2021-12-01 17:56:29.314,15,14.58,216000000
2021-12-01 17:56:30.401,15,14.51,216000000
2021-12-01 17:56:31.626,16,15.01,216000000
2021-12-01 17:56:32.705,15,14.77,216000000
2021-12-01 17:56:33.782,15,14.73,216000000
2021-12-01 17:56:34.869,15,14.95,217000000
2021-12-01 17:56:35.958,17,16.41,217000000
2021-12-01 17:56:37.171,15,14.86,217000000
2021-12-01 17:56:38.259,15,14.79,217000000
2021-12-01 17:56:39.411,25,24.88,217000000
2021-12-01 17:56:40.501,16,15.01,217000000
2021-12-01 17:56:41.598,15,14.51,217000000
2021-12-01 17:56:42.682,15,14.53,217000000
2021-12-01 17:56:43.775,15,14.88,217000000
2021-12-01 17:56:44.864,16,15.28,217000000
2021-12-01 17:56:45.947,15,14.77,217000000
2021-12-01 17:56:47.029,15,14.52,217000000
2021-12-01 17:56:48.267,15,14.51,217000000
2021-12-01 17:56:49.361,15,14.93,217000000
2021-12-01 17:56:50.462,15,14.79,217000000
2021-12-01 17:56:51.552,17,16.11,217000000
2021-12-01 17:56:52.639,16,15.01,217000000
2021-12-01 17:56:53.725,15,14.99,217000000
2021-12-01 17:56:54.819,15,14.77,217000000
2021-12-01 17:56:55.901,16,15.52,217000000
2021-12-01 17:56:56.988,15,14.87,217000000
2021-12-01 17:56:58.078,16,15.25,217000000
2021-12-01 17:56:59.169,15,14.79,217000000
2021-12-01 17:57:00.247,15,14.57,217000000
2021-12-01 17:57:01.459,15,14.75,217000000
2021-12-01 17:57:02.541,16,15.03,217000000
2021-12-01 17:57:03.622,15,14.44,217000000
2021-12-01 17:57:04.704,15,14.6,217000000
2021-12-01 17:57:05.787,16,15,217000000
2021-12-01 17:57:06.864,17,16.93,217000000
2021-12-01 17:57:07.950,15,14.9,217000000
2021-12-01 17:57:09.032,15,14.66,217000000
2021-12-01 17:57:10.109,15,14.72,217000000
2021-12-01 17:57:11.189,17,16.05,217000000
2021-12-01 17:57:12.267,15,14.92,217000000
2021-12-01 17:57:13.353,15,14.46,217000000
2021-12-01 17:57:14.443,16,15.02,217000000
2021-12-01 17:57:15.575,16,15.37,217000000
2021-12-01 17:57:16.661,15,14.85,217000000
2021-12-01 17:57:17.743,15,14.79,217000000
2021-12-01 17:57:18.823,15,14.92,217000000
2021-12-01 17:57:19.913,16,15.14,217000000
2021-12-01 17:57:21.004,16,15.16,217000000
2021-12-01 17:57:22.093,17,16.32,217000000
2021-12-01 17:57:23.170,15,14.7,217000000
2021-12-01 17:57:24.259,16,15,217000000
2021-12-01 17:57:25.349,15,14.55,217000000
2021-12-01 17:57:26.431,16,15.44,217000000
2021-12-01 17:57:27.520,15,14.53,217000000
2021-12-01 17:57:28.608,16,15.43,217000000
