Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250_second/,26,6,3400.0,2671.7131684230217,16.743583999414113,5677.067374999751,13.076923076923077,0.0017251317154810294,0.0003981073189571606,3500,3500,3600,3600,3800,3900,5700,5700,5700,5700,5700
,Aggregated,26,6,3400.0,2671.7131684230217,16.743583999414113,5677.067374999751,13.076923076923077,0.0017251317154810294,0.0003981073189571606,3500,3500,3600,3600,3800,3900,5700,5700,5700,5700,5700
