@timestamp,@billedDuration,@duration,@maxMemoryUsed
2021-11-24 22:24:15.407,1560,1559.68,201000000
2021-11-24 22:24:16.560,30,29.32,202000000
2021-11-24 22:24:17.646,19,18.1,202000000
2021-11-24 22:24:18.740,30,29.87,212000000
2021-11-24 22:24:19.823,15,14.94,212000000
2021-11-24 22:24:20.899,17,16.63,213000000
2021-11-24 22:24:21.981,20,19.07,213000000
2021-11-24 22:24:23.079,26,25.3,213000000
2021-11-24 22:24:24.161,16,15.05,213000000
2021-11-24 22:24:25.261,28,27.52,215000000
2021-11-24 22:24:26.342,15,14.78,215000000
2021-11-24 22:24:27.425,18,17.05,215000000
2021-11-24 22:24:28.504,15,14.79,215000000
2021-11-24 22:24:29.599,25,24.04,215000000
2021-11-24 22:24:30.699,25,24.77,215000000
2021-11-24 22:24:31.783,26,25.6,217000000
2021-11-24 22:24:32.861,20,19.5,217000000
2021-11-24 22:24:33.940,17,16.69,217000000
2021-11-24 22:24:35.019,20,19.2,217000000
2021-11-24 22:24:36.101,15,14.55,217000000
2021-11-24 22:24:37.221,20,19.46,217000000
2021-11-24 22:24:38.301,19,18.97,217000000
2021-11-24 22:24:39.385,15,14.81,217000000
2021-11-24 22:24:40.482,28,27.53,217000000
2021-11-24 22:24:41.580,26,25.02,217000000
2021-11-24 22:24:42.665,15,14.65,217000000
2021-11-24 22:24:43.759,27,26.64,217000000
2021-11-24 22:24:44.840,23,22.91,217000000
2021-11-24 22:24:45.920,18,17.35,217000000
2021-11-24 22:24:46.999,16,15.5,217000000
2021-11-24 22:24:48.085,15,14.52,217000000
2021-11-24 22:24:49.179,25,24.1,217000000
2021-11-24 22:24:50.287,25,24.49,217000000
2021-11-24 22:24:51.361,19,18.86,217000000
2021-11-24 22:24:52.439,15,14.79,217000000
2021-11-24 22:24:53.519,26,25.38,217000000
2021-11-24 22:24:54.600,16,15.07,217000000
2021-11-24 22:24:55.679,17,16.62,217000000
2021-11-24 22:24:56.762,25,24.91,219000000
2021-11-24 22:24:57.846,15,14.73,219000000
2021-11-24 22:24:58.920,16,15.28,219000000
2021-11-24 22:25:00.000,20,19.59,219000000
2021-11-24 22:25:01.080,16,15.92,219000000
2021-11-24 22:25:02.159,21,20.17,219000000
2021-11-24 22:25:03.239,16,15.22,219000000
2021-11-24 22:25:04.319,15,14.69,219000000
2021-11-24 22:25:05.405,16,15.1,219000000
2021-11-24 22:25:06.499,26,25.46,219000000
2021-11-24 22:25:07.600,24,23.55,219000000
2021-11-24 22:25:08.684,15,14.59,219000000
2021-11-24 22:25:09.766,15,14.71,219000000
2021-11-24 22:25:10.860,24,23.95,219000000
2021-11-24 22:25:11.940,22,21.17,219000000
2021-11-24 22:25:13.020,17,16.86,219000000
2021-11-24 22:25:14.119,25,24.62,219000000
2021-11-24 22:25:15.200,19,18.56,219000000
2021-11-24 22:25:16.284,16,15.33,219000000
2021-11-24 22:25:17.381,30,29.06,219000000
2021-11-24 22:25:18.479,19,18.51,219000000
2021-11-24 22:25:19.562,15,14.43,219000000
2021-11-24 22:25:20.644,16,15.25,219000000
2021-11-24 22:25:21.721,15,14.95,219000000
2021-11-24 22:25:22.809,15,14.63,219000000
2021-11-24 22:25:23.899,25,24.01,219000000
2021-11-24 22:25:25.000,28,27.51,219000000
2021-11-24 22:25:26.102,25,24.67,219000000
2021-11-24 22:25:27.199,23,22.86,219000000
2021-11-24 22:25:28.362,37,36.11,219000000
2021-11-24 22:25:29.442,22,21.01,219000000
2021-11-24 22:25:30.525,15,14.66,219000000
2021-11-24 22:25:31.599,17,16.45,219000000
2021-11-24 22:25:32.686,24,23.46,219000000
2021-11-24 22:25:33.761,15,14.89,219000000
2021-11-24 22:25:34.847,23,22.55,219000000
2021-11-24 22:25:35.919,25,24.28,219000000
2021-11-24 22:25:36.986,15,14.59,219000000
2021-11-24 22:25:38.061,20,19.02,219000000
2021-11-24 22:25:39.139,26,25.44,219000000
2021-11-24 22:25:40.221,28,27.33,219000000
2021-11-24 22:25:41.300,17,16.38,219000000
2021-11-24 22:25:42.400,28,27.24,219000000
2021-11-24 22:25:43.479,20,19.78,219000000
2021-11-24 22:25:44.559,21,20.5,219000000
2021-11-24 22:25:45.642,15,14.61,219000000
2021-11-24 22:25:46.740,20,19.32,219000000
2021-11-24 22:25:47.822,15,14.7,219000000
2021-11-24 22:25:48.899,16,15.75,219000000
2021-11-24 22:25:49.980,15,14.66,219000000
2021-11-24 22:25:51.079,24,23.44,219000000
2021-11-24 22:25:52.159,28,27.11,219000000
2021-11-24 22:25:53.243,15,14.61,219000000
2021-11-24 22:25:54.320,15,14.5,219000000
2021-11-24 22:25:55.440,24,23.49,219000000
2021-11-24 22:25:56.522,22,21.17,219000000
2021-11-24 22:25:57.599,16,15.03,219000000
2021-11-24 22:25:58.680,25,24.14,219000000
2021-11-24 22:25:59.787,32,31.75,219000000
2021-11-24 22:26:00.844,15,14.64,219000000
2021-11-24 22:26:01.921,19,18.91,219000000
2021-11-24 22:26:03.000,19,18.57,219000000
2021-11-24 22:26:04.099,28,27.23,219000000
2021-11-24 22:26:05.179,27,26.83,219000000
2021-11-24 22:26:06.247,15,14.73,219000000
2021-11-24 22:26:07.319,17,16.18,219000000
2021-11-24 22:26:08.399,24,23.26,219000000
2021-11-24 22:26:09.465,15,14.81,219000000
2021-11-24 22:26:10.539,16,15.19,219000000
2021-11-24 22:26:11.620,17,16.82,219000000
2021-11-24 22:26:12.699,16,15.14,219000000
2021-11-24 22:26:14.021,23,22.82,219000000
