@timestamp,@billedDuration,@duration,@initDuration,total,1604.1535,1712.912
28:30.2,255,254.4,1359.62,1614.62,,
39:00.3,251,250.86,1351.75,1602.75,,
49:30.9,226,225.61,1364.62,1590.62,,
00:03.5,235,234.73,1315.31,1550.31,,
10:32.4,187,186.05,1343.88,1530.88,,
21:02.2,326,325.5,1381.58,1707.58,,
31:34.5,192,191.83,1337.72,1529.72,,
42:07.6,396,395.39,1418.22,1814.22,,
47:14.9,217,216.42,1337.32,1554.32,,
58:55.9,256,255.47,1334.37,1590.37,,
10:22.2,249,248.96,1357.63,1606.63,,
21:43.0,174,173.07,1314.24,1488.24,,
33:13.8,193,192.6,1384.83,1577.83,,
44:34.4,170,169.91,1431.9,1601.9,,
55:54.8,185,184.64,1428.65,1613.65,,
07:15.8,217,216.98,1328.74,1545.74,,
18:32.9,292,291.63,1351.26,1643.26,,
29:50.4,235,234.07,1380.36,1615.36,,
41:13.3,211,210.47,1483.08,1694.08,,
52:32.3,207,206.07,1403.99,1610.99,,
