@timestamp,@billedDuration,@duration,@initDuration,total,1711.3415,1912.976
18:03.1,216,215.04,1379.62,1595.62,,
28:35.0,299,298.54,1315.93,1614.93,,
39:05.3,495,494.98,1335.48,1830.48,,
49:37.5,459,458.3,1499.12,1958.12,,
00:09.0,459,458.63,1395.7,1854.7,,
10:37.7,435,434.41,1359.21,1794.21,,
21:06.8,359,358.37,1235.63,1594.63,,
31:40.9,479,478.78,1295.39,1774.39,,
42:12.4,275,274.06,1403.67,1678.67,,
47:19.6,380,379.63,1295.62,1675.62,,
59:00.8,359,358.46,1351.23,1710.23,,
10:27.0,280,279.83,1255.49,1535.49,,
21:48.4,559,558.34,1351.6,1910.6,,
33:19.2,430,429.26,1364.72,1794.72,,
44:39.0,361,360.39,1267.83,1628.83,,
56:00.1,481,480.09,1359.67,1840.67,,
07:20.6,259,258.99,1259.55,1518.55,,
18:37.7,339,338.67,1306.59,1645.59,,
29:55.1,219,218.73,1296.94,1515.94,,
41:17.9,459,458.39,1295.84,1754.84,,
