Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/default/app_lambda_250/,26,1,4800.0,4680.708379730803,20.631999999750406,7228.563459000725,16.346153846153847,0.0017193446284213168,6.612863955466604e-05,4900,5400,5600,5700,6200,6800,7200,7200,7200,7200,7200
,Aggregated,26,1,4800.0,4680.708379730803,20.631999999750406,7228.563459000725,16.346153846153847,0.0017193446284213168,6.612863955466604e-05,4900,5400,5600,5700,6200,6800,7200,7200,7200,7200,7200
